chr6	27806346	27806888	H2BC15	0	+	NM_003520
chr1	201924630	201939792	TIMM17A	0	+	NM_006335
chr2	70508493	70520872	SNRPG	0	-	NM_003096
chr1	154934773	154946852	SHC1	0	-	NM_003029
chr1	24290836	24306817	SRSF10	0	-	NM_001191006
chr1	28975111	28975246	RNU11	0	+	NR_004407
chr6	30667583	30685058	MDC1	0	-	NM_014641
chr6	31629005	31633639	GPANK1	0	-	NM_001199238
chr3	37026533	37034622	EPM2AIP1	0	-	NM_014805
chr6	31633656	31637847	CSNK2B	0	+	NM_001282385
chr11	71820632	71823741	ANAPC15	0	-	NM_001278485
chr3	44462623	44481390	C3orf86	0	-	NM_001375996
chr19	59073299	59084702	MZF1	0	-	NM_001267033
chr20	54967426	54979582	CSTF1	0	+	NM_001033521
chr1	41157375	41237275	NFYC	0	+	NM_001142589
chr21	30396988	30426807	USP16	0	+	NM_006447
chr17	43138684	43186382	NMT1	0	+	NM_021079
chr1	28303780	28415121	EYA3	0	-	NM_001282560
chr20	54944444	54967393	AURKA	0	-	NM_198434
chr1	243287729	243418708	CEP170	0	-	NM_001042404
chr11	129769605	129872730	PRDM10	0	-	NM_020228
chr21	34876237	34915195	GART	0	-	NM_001136005
chr19	50380958	50392007	TBC1D17	0	+	NM_001168222
chr1	45205508	45233438	KIF2C	0	+	NM_006845
chr1	202300784	202311064	UBE2T	0	-	NM_014176
chr1	87328127	87379809	SELENOF	0	-	NM_004261
chr6	27805657	27806153	H2AC15	0	-	NM_003510
chr10	11962020	12085169	UPF2	0	-	NM_080599
chr7	141438157	141450288	SSBP1	0	+	NM_003143
chr21	39426312	39493454	DSCR4	0	-	NR_147130
chr1	111489811	111506544	LRIF1	0	-	NM_018372
chr1	111992085	112005395	ATP5PB	0	+	NM_001688
chr19	41246765	41256382	C19orf54	0	-	NR_148548
chr6	110931180	111137058	CDK19	0	-	NM_001300964
chr1	173793810	173827684	DARS2	0	+	NM_001365212
chr6	43027368	43042831	KLC4	0	+	NM_001289035
chr1	167905476	168045081	DCAF6	0	+	NM_001349774
chr19	44100543	44104587	ZNF576	0	+	NM_024327
chr3	46963219	47018257	CCDC12	0	-	NM_001277074
chr15	64364757	64386207	CIAO2A	0	-	NR_110310
chr1	28218035	28241086	RPA2	0	-	NM_002946
chr1	19918295	19923326	LOC105378614	0	-	NR_135054
chr21	39493544	39528605	DSCR8	0	+	NR_026838
chr22	20861896	20941906	MED15	0	+	NM_015889
chr6	31937591	31939915	DXO	0	-	NM_005510
chr6	31707781	31730452	MSH5	0	+	NM_172166
chr5	175810939	175815928	NOP16	0	-	NM_001256539
chr1	173768687	173793777	CENPL	0	-	NM_033319
chr12	69080757	69139589	NUP107	0	+	NM_020401
chr6	33161361	33168630	RXRB	0	-	NM_001291989
chr6	31654731	31671101	ABHD16A	0	-	NM_021160
chr1	156308316	156316785	TSACC	0	+	NR_130913
chr6	33168643	33172214	SLC39A7	0	+	NM_001077516
chr5	140098510	140098598	VTRNA1-2	0	+	NR_026704
chr12	122988000	123011483	RSRC2	0	-	NR_036434
chr2	122288455	122288585	RNU4ATAC	0	+	NR_023343
chr1	45477925	45481247	UROD	0	+	NR_036510
chr6	41873091	41888877	MED20	0	-	NM_001305457
chr11	34127175	34168455	NAT10	0	+	NM_001144030
chr12	49082240	49110490	CCNT1	0	-	NM_001277842
chr1	32830233	32860042	BSDC1	0	-	NM_001143890
chr11	62623580	62656332	SLC3A2	0	+	NM_001012662
chr12	56435701	56438481	RPS26	0	+	NM_001029
chr6	31606804	31620477	BAG6	0	-	NM_001199697
chr11	111749947	111754797	C11orf1	0	+	NM_001330371
chr11	114262165	114271233	C11orf71	0	-	NM_019021
chr8	25316446	25365433	CDCA2	0	+	NM_001317907
chr1	22350486	22352541	LINC01635	0	-	NR_110692
chr22	19711061	19712294	GP1BB	0	+	NM_000407
chr2	38970740	38978503	SRSF7	0	-	NM_001031684
chr1	23685940	23694879	ZNF436	0	-	NM_030634
chr1	204485506	204527248	MDM4	0	+	NM_001278519
chr6	42531766	42588089	UBR2	0	+	NM_001184801
chr12	57031958	57039768	ATP5F1B	0	-	NM_001686
chr1	36690043	36770957	THRAP3	0	+	NM_005119
chr11	114271250	114281332	RBM7	0	+	NM_001286047
chr12	54058953	54069867	ATP5MC2	0	-	NM_001369753
chr1	28969767	28975311	LINC01715	0	+	NR_146730
chr17	57774668	57784791	PTRH2	0	-	NM_016077
chr21	34915343	34949820	SON	0	+	NR_103797
chr6	26204837	26205249	H4C5	0	+	NM_003545
chr2	25015983	25045245	CENPO	0	+	NM_024322
chr22	20748404	20762753	ZNF74	0	+	NM_001256524
chr12	56151053	56211508	SARNP	0	-	NM_033082
chr1	186344889	186390503	ODR4	0	+	NM_001164246
chr6	26217148	26217711	H2AC8	0	+	NM_021052
chr6	43484826	43530144	POLR1C	0	+	NM_001363658
chr1	115259536	115300605	CSDE1	0	-	NM_007158
chr11	57480064	57508445	TMX2	0	+	NM_015959
chr2	26531042	26568679	ADGRF3	0	-	NM_001321975
chr14	23564713	23569665	C14orf119	0	+	NM_017924
chr6	3024296	3027668	LOC101927759	0	+	NR_152848
chr12	54624725	54673906	CBX5	0	-	NM_012117
chr9	131067437	131084726	TRUB2	0	-	NM_001329861
chr1	231468498	231473598	EXOC8	0	-	NM_175876
chr8	67579830	67590530	C8orf44	0	+	NR_161218
chr8	67579830	67774257	C8orf44-SGK3	0	+	NM_001204173
chr6	27100094	27100574	H2BC11	0	-	NM_021058
chr17	42264318	42269297	TMUB2	0	+	NM_024107
chr6	3019193	3024124	HTATSF1P2	0	-	NR_033884
chr1	27113544	27127150	PIGV	0	+	NM_001374478
chr5	162887637	162918947	HMMR	0	+	NM_012485
chr5	175815751	175816762	HIGD2A	0	+	NM_138820
chr1	52254865	52344609	NRDC	0	-	NM_001101662
chr6	144416020	144416710	SF3B5	0	-	NM_031287
chr1	173833036	173837129	GAS5	0	-	NR_152529
chr19	46049538	46088060	OPA3	0	-	NM_025136
chr1	38478405	38490492	UTP11	0	+	NM_016037
chr12	69068150	69080639	LOC100507250	0	-	NR_038930
chr5	102421703	102455842	GIN1	0	-	NR_134299
chr1	155278656	155290456	FDPS	0	+	NM_002004
chr22	22292608	22297805	PPM1F-AS1	0	+	NR_147620
chr11	57479994	57586652	TMX2-CTNND1	0	+	NR_037646
chr7	92158108	92169795	RBM48	0	+	NM_032120
chr11	9481102	9482245	LOC644656	0	-	NR_036539
chr4	103715539	103749105	UBE2D3	0	-	NM_181886
chr1	154179197	154193066	C1orf43	0	-	NM_001098616
chr11	58294343	58345712	LPXN	0	-	NM_001143995
chr16	30934375	30960104	FBXL19	0	+	NM_001282351
chr19	49375648	49379319	PPP1R15A	0	+	NM_014330
chr3	20202084	20227698	SGO1	0	-	NM_001012410
chr1	220141941	220219847	EPRS1	0	-	NM_004446
chr11	111744779	111749889	FDXACB1	0	-	NR_038364
chr1	150190716	150208460	ANP32E	0	-	NM_030920
chr6	41032510	41040095	OARD1	0	-	NM_001329686
chr11	66384100	66397397	RBM14	0	+	NM_001198836
chr17	27047002	27051377	RPL23A	0	+	NM_000984
chr14	23495059	23504354	PSMB5	0	-	NM_001144932
chr2	178076122	178077139	LOC105373759	0	-	NR_157853
chr1	235272657	235292152	TOMM20	0	-	NM_014765
chr5	145826895	145891522	TCERG1	0	+	NM_001040006
chr6	26216428	26216916	H2BC8	0	-	NM_003518
chr1	40506254	40538321	CAP1	0	+	NM_001330502
chr11	62619449	62623357	SNHG1	0	-	NR_152581
chr7	100027069	100031741	MEPCE	0	+	NM_001363486
chr6	30585616	30594169	MRPS18B	0	+	NM_014046
chr1	156278758	156308083	CCT3	0	-	NM_005998
chr6	74225472	74230755	EEF1A1	0	-	NM_001402
chr6	43588217	43595090	GTPBP2	0	-	NM_001286216
chr17	37617738	37690818	CDK12	0	+	NM_015083
chr3	197615945	197676796	IQCG	0	-	NM_001323027
chr7	135046546	135194850	CNOT4	0	-	NM_001190847
chr7	150755286	150773614	SLC4A2	0	+	NM_001199692
chr1	151253997	151264648	ZNF687	0	+	NM_001304764
chr4	48833243	48863834	OCIAD1	0	+	NM_001079842
chr12	123011795	123110943	KNTC1	0	+	NM_014708
chr11	66384052	66413944	RBM14-RBM4	0	+	NM_001198846
chr20	34289268	34330182	RBM39	0	-	NM_001323423
chr6	32146181	32148570	RNF5	0	+	NM_006913
chr5	33440881	33468196	TARS1	0	+	NR_047678
chr1	172501488	172580975	SUCO	0	+	NM_016227
chr12	104680809	104744085	TXNRD1	0	+	NM_182742
chr6	26027123	26027511	H4C2	0	-	NM_003544
chr1	78414086	78444889	FUBP1	0	-	NM_001303433
chr17	47866042	47912388	KAT7	0	+	NM_001199155
chr19	39405906	39421403	SARS2	0	-	NM_001145901
chr19	39876269	39881746	PAF1	0	-	NM_019088
chr19	55964351	55973009	ISOC2	0	-	NM_001136201
chr1	25568739	25573945	RSRP1	0	-	NR_135784
chr22	18074902	18111588	ATP6V1E1	0	-	NM_001039366
chr11	118272103	118280562	ATP5MG	0	+	NR_033759
chr22	19770745	19842397	GNB1L	0	-	NM_053004
chr22	19833668	19842397	RTL10	0	-	NM_024627
chr22	20099397	20104749	TRMT2A	0	-	NM_182984
chr11	62518434	62521632	ZBTB3	0	-	NM_001363109
chr9	98637972	98803374	ERCC6L2	0	+	NM_001375291
chr10	51565107	51590734	NCOA4	0	+	NM_001145261
chr19	1021520	1021627	RNU6-9	0	+	NR_104080
chr19	1021520	1021626	RNU6-1	0	+	NR_004394
chr19	1021520	1021626	RNU6-8	0	+	NR_104088
chr19	1021520	1021626	RNU6-7	0	+	NR_104084
chr19	1021520	1021627	RNU6-2	0	+	NR_125730
chr6	26124399	26124918	H2AC6	0	+	NM_003512
chr1	114436816	114447421	AP4B1	0	-	NM_001253852
chr6	26104160	26104565	H4C3	0	+	NM_003542
chr19	12847919	12859137	GET3	0	+	NM_001371488
chr22	22838770	22863060	ZNF280B	0	-	NR_130643
chr17	73780601	73780688	MIR4738	0	-	NR_039892
chr1	19197923	19229293	ALDH4A1	0	-	NM_001319218
chr22	21336585	21353320	LZTR1	0	+	NM_006767
chr19	39421347	39423659	MRPS12	0	+	NM_033362
chr1	155882835	155904204	KHDC4	0	-	NM_014949
chr19	10764936	10803095	ILF3	0	+	NM_017620
chr17	36908993	36920478	PSMB3	0	+	NR_104194
chr6	33384318	33386065	CUTA	0	-	NM_001014433
chr21	48055585	48085036	PRMT2	0	+	NM_206962
chr15	55473003	55489139	RSL24D1	0	-	NM_016304
chr4	84328498	84376976	HELQ	0	-	NM_133636
chr6	10671650	10695030	C6orf52	0	-	NM_001354357
chr1	235491884	235507844	GGPS1	0	+	NM_001037278
chr19	52693304	52732771	PPP2R1A	0	+	NR_033500
chr10	70480995	70552134	CCAR1	0	+	NM_001282959
chr11	108027941	108093365	NPAT	0	-	NM_001321307
chr6	31707724	31732624	MSH5-SAPCD1	0	+	NR_037846
chr12	57910370	57914300	DDIT3	0	-	NM_001195054
chr11	18343815	18388590	GTF2H1	0	+	NM_001142307
chr6	135281516	135375960	HBS1L	0	-	NM_006620
chr1	78444841	78483648	DNAJB4	0	+	NM_001317102
chr21	27107282	27144771	GABPA	0	+	NM_001197297
chr5	150088308	150138082	DCTN4	0	-	NM_001135644
chr1	31732414	31769635	SNRNP40	0	-	NM_004814
chr16	70286200	70323409	AARS1	0	-	NM_001605
chr11	66406173	66413939	RBM4	0	+	NM_002896
chr6	33218054	33239653	VPS52	0	-	NM_001289174
chr19	48835612	48867197	TMEM143	0	-	NM_018273
chr11	108201925	108338258	C11orf65	0	-	NR_147053
chr19	4247076	4269085	YJU2	0	+	NM_018074
chr2	20096391	20101744	TTC32	0	-	NM_001008237
chr1	46505811	46598708	PIK3R3	0	-	NM_001114172
chr4	139085250	139163503	SLC7A11	0	-	NM_014331
chr7	150019749	150035245	LRRC61	0	+	NM_001363433
chr11	118958696	118964259	HMBS	0	+	NM_001024382
chr15	44084517	44088277	SERF2	0	+	NM_001199878
chr3	14220316	14242622	LSM3	0	+	NM_014463
chr1	161136215	161141010	PPOX	0	+	NM_001365401
chr10	75910942	76469061	ADK	0	+	NM_001202450
chr1	38158187	38175391	CDCA8	0	+	NM_001256875
chr17	41277573	41297245	NBR2	0	+	NR_003108
chr1	234508552	234509149	COA6-AS1	0	-	NR_125962
chr17	73780886	73821880	UNK	0	+	NM_001080419
chr1	28929361	28969579	TAF12	0	-	NM_005644
chr1	45271564	45273023	TCTEX1D4	0	-	NM_001377536
chr10	74033681	74035794	DDIT4	0	+	NM_019058
chr8	28625177	28747486	INTS9	0	-	NM_001363038
chr4	174252526	174255509	HMGB2	0	-	NM_002129
chr8	33370992	33371096	SNORD13	0	+	NR_003041
chr12	54718914	54745629	COPZ1	0	+	NM_001271735
chr1	33086423	33116533	ZBTB8OS	0	-	NM_001366259
chr1	234509201	234520826	COA6	0	+	NM_001206641
chr15	42502644	42565631	TMEM87A	0	-	NM_015497
chr17	61822616	61850957	CCDC47	0	-	NM_020198
chr1	43291248	43310660	ERMAP	0	+	NM_018538
chr6	159291060	159331385	C6orf99	0	+	NR_160976
chr1	32095466	32110477	PEF1	0	-	NR_033686
chr2	135954538	136288788	ZRANB3	0	-	NM_032143
chr1	174968570	174981163	CACYBP	0	+	NM_001007214
chr4	84377210	84383448	MRPS18C	0	+	NM_016067
chr10	75012498	75036742	DNAJC9-AS1	0	+	NR_134458
chr9	37438099	37465447	ZBTB5	0	-	NM_014872
chr12	123718027	123742506	C12orf65	0	+	NM_001194995
chr16	70323669	70369182	DDX19B	0	+	NM_001257174
chr2	172778970	172848600	HAT1	0	+	NM_003642
chr19	17448361	17453540	GTPBP3	0	+	NM_001128855
chr6	4021533	4065217	PRPF4B	0	+	NR_146785
chr6	99857221	99873184	PNISR	0	-	NM_001322417
chr9	94972489	95055979	IARS1	0	-	NM_001374301
chr22	19437433	19466716	UFD1	0	-	NM_005659
chr5	130759613	130970922	RAPGEF6	0	-	NM_001164386
chr12	112369101	112450969	TMEM116	0	-	NM_001193531
chr1	165738165	165744685	TMCO1-AS1	0	+	NR_125374
chr1	153606541	153618782	CHTOP	0	+	NM_015607
chr14	23527773	23564823	ACIN1	0	-	NM_014977
chr22	22123318	22221970	MAPK1	0	-	NM_138957
chr2	55459540	55462989	RPS27A	0	+	NM_002954
chr1	113554308	113615724	LRIG2-DT	0	-	NR_103777
chr1	228645064	228645574	H2AW	0	-	NM_033445
chr10	74092592	74114677	DNAJB12	0	-	NM_001365080
chr2	26256952	26360323	RAB10	0	+	NM_016131
chr1	165693527	165738159	TMCO1	0	-	NM_001256164
chr1	29063132	29096287	YTHDF2	0	+	NM_001173128
chr19	3762679	3767563	MRPL54	0	+	NM_172251
chr7	140702409	140714752	MRPS33	0	-	NM_053035
chr10	70091767	70102953	HNRNPH3	0	+	NM_001322442
chr1	45187457	45187573	RNU5F-1	0	-	NR_002753
chr9	100666770	100684782	TRMO	0	-	NM_016481
chr3	39448210	39454032	RPSA	0	+	NM_002295
chr16	30591991	30597018	ZNF785	0	-	NM_152458
chr7	141404137	141438030	WEE2-AS1	0	-	NR_015392
chr1	153963237	153964631	RPS27	0	+	NM_001030
chr17	57785014	57919616	VMP1	0	+	NM_001329397
chr12	56708257	56710132	CNPY2	0	-	NM_001190991
chr21	30428647	30445969	CCT8	0	-	NM_006585
chr3	40432441	40494799	ENTPD3-AS1	0	-	NR_040100
chr1	119573838	119683295	WARS2	0	-	NM_015836
chr1	19923470	19956315	MICOS10	0	+	NM_001204082
chr1	19923472	19984945	MICOS10-NBL1	0	+	NM_001204088
chr12	51442002	51454207	LETMD1	0	+	NR_147098
chr4	103749211	103765263	UBE2D3-AS1	0	+	NR_131186
chr6	27114884	27115341	H2AC12	0	+	NM_080596
chrX	100652790	100662913	GLA	0	-	NR_164783
chr20	32676114	32700049	EIF2S2	0	-	NM_001316364
chr6	160210898	160219461	MRPL18	0	+	NR_134860
chr1	46164406	46216325	IPP	0	-	NM_005897
chr3	120403784	120461363	RABL3	0	-	NM_173825
chr10	75008606	75012402	MRPS16	0	-	NM_016065
chr1	54492353	54518877	TMEM59	0	-	NM_001305050
chr2	61704983	61765491	XPO1	0	-	NM_003400
chr14	55221550	55260030	SAMD4A	0	+	NM_001161577
chr17	38544776	38574148	TOP2A	0	-	NM_001067
chr1	113615819	113674882	LRIG2	0	+	NM_014813
chr11	18300216	18343721	HPS5	0	-	NM_181508
chr1	46769369	46782447	UQCRH	0	+	NM_001297566
chr21	30300465	30365198	LTN1	0	-	NM_015565
chr20	30327092	30389603	TPX2	0	+	NM_012112
chr11	64083931	64085031	TRMT112	0	-	NM_001286084
chr11	114165871	114184257	NNMT	0	+	NM_001372046
chr3	197677060	197683481	RPL35A	0	+	NM_001316311
chr6	33239851	33244288	RPS18	0	+	NM_022551
chr2	74732169	74734822	PCGF1	0	-	NM_032673
chr19	36249076	36262068	PROSER3	0	+	NM_001367856
chr1	179923944	180084010	CEP350	0	+	NM_014810
chr22	21213294	21245501	SNAP29	0	+	NM_004782
chr19	55525074	55549632	GP6	0	-	NM_016363
chr21	45553564	45565593	GATD3B	0	+	NM_001363761
chr21	45553564	45561297	GATD3A	0	+	NM_001320384
chr17	62494371	62502849	DDX5	0	-	NM_001320596
chr7	39987119	39989018	LOC112267983	0	-	NR_158201
chr19	29097594	29106136	LOC102724908	0	+	NR_135636
chr1	186280785	186344385	TPR	0	-	NM_003292
chr12	53400239	53435999	EIF4B	0	+	NM_001417
chr16	19074075	19079013	LOC102723385	0	-	NR_119379
chr18	9914012	9960018	VAPA	0	+	NM_194434
chr7	138915982	138992982	UBN2	0	+	NM_173569
chr14	58732082	58764855	PSMA3-AS1	0	-	NR_029434
chr10	103544199	103578222	OGA	0	-	NM_001142434
chr10	75504129	75531919	SEC24C	0	+	NM_198597
chr16	19079044	19091417	COQ7	0	+	NM_001370494
chr1	147806602	147806678	MIR5087	0	-	NR_049810
chr12	58141509	58146093	CDK4	0	-	NM_000075
chr6	36562089	36572244	SRSF3	0	+	NR_036610
chr9	33921690	34049197	UBAP2	0	-	NM_001370059
chr6	27861202	27861669	H2BC17	0	+	NM_003527
chr4	113558298	113578742	LARP7	0	+	NM_001370976
chr6	26033319	26033846	H2AC4	0	-	NM_003513
chr11	82783107	82784754	RAB30-DT	0	+	NR_038903
chr2	55774427	55844757	PPP4R3B	0	-	NM_001122964
chr5	137620957	137667493	CDC25C	0	-	NM_001287582
chr9	131395939	131419129	WDR34	0	-	NM_052844
chr3	42642177	42690227	NKTR	0	+	NM_001349125
chrX	100663209	100669117	HNRNPH2	0	+	NM_019597
chr1	24086871	24104787	ELOA-AS1	0	-	NR_038280
chr1	38147241	38156201	C1orf109	0	-	NM_001350764
chr6	43021766	43027172	MRPL2	0	-	NM_001300848
chrX	48779300	48815643	OTUD5	0	-	NM_001136159
chr5	10250391	10266501	CCT5	0	+	NM_012073
chr6	27418520	27440897	ZNF184	0	-	NM_007149
chr11	62480101	62494929	HNRNPUL2	0	-	NM_001079559
chr5	140090860	140090958	VTRNA1-1	0	+	NR_026703
chr19	5691844	5720463	LONP1	0	-	NM_001276480
chr19	49990864	49995564	RPL13A	0	+	NM_012423
chr17	41196311	41277381	BRCA1	0	-	NR_027676
chr18	3603734	3610087	DLGAP1-AS2	0	+	NR_119377
chr1	45965971	45979054	MMACHC	0	+	NM_001330540
chr1	109941663	109969070	PSMA5	0	-	NM_001199772
chr19	39109827	39127594	EIF3K	0	+	NM_013234
chr17	43100705	43138497	DCAKD	0	-	NM_001288654
chr6	144164409	144184949	LTV1	0	+	NM_001329953
chr12	57057124	57082192	PTGES3	0	-	NM_001282604
chr19	41860321	41870054	B9D2	0	-	NM_030578
chr1	119683018	119818596	WARS2-AS1	0	+	NR_125975
chr6	42712235	42713841	TBCC	0	-	NM_003192
chr3	17784435	17787154	LOC105376975	0	+	NR_135536
chr19	54658898	54663459	LENG1	0	-	NM_024316
chr11	62600382	62609281	WDR74	0	-	NM_001369451
chr11	62609095	62609281	RNU2-1	0	-	NR_002716
chr18	9885969	9889272	TXNDC2	0	+	NM_032243
chr15	44084173	44094769	SERF2-C15ORF63	0	+	NR_037673
chr21	35348682	35349992	LOC101928126	0	+	NR_134561
chr7	130994502	131012538	MKLN1-AS	0	-	NR_125364
chr10	70661070	70706603	DDX50	0	+	NM_024045
chr1	109633385	109639556	TMEM167B	0	+	NM_020141
chr2	32390909	32449448	SLC30A6	0	+	NM_001193514
chr1	226170402	226187044	SDE2	0	-	NM_152608
chr2	74425741	74444692	MTHFD2	0	+	NM_006636
chr17	46970148	46973232	ATP5MC1	0	+	NM_005175
chr1	202955579	202976393	MGAT4FP	0	-	NR_036557
chr18	19109244	19180665	ESCO1	0	-	NM_052911
chr3	15643475	15689141	BTD	0	+	NM_001281725
chr10	73855789	73975867	ASCC1	0	-	NM_001198798
chr1	28655550	28662476	MED18	0	+	NM_017638
chr5	140027428	140027511	MIR3655	0	+	NR_037428
chr1	204372491	204380945	PPP1R15B	0	-	NM_032833
chr2	180809602	180872024	CWC22	0	-	NM_020943
chr9	35657747	35658015	RMRP	0	-	NR_003051
chr3	183960116	183967313	ALG3	0	-	NM_001006941
chr1	16840616	16840780	RNU1-1	0	-	NR_004430
chr1	16840616	16840780	RNU1-2	0	-	NR_004427
chr1	16840616	16840780	RNU1-3	0	-	NR_004408
chr1	16840616	16840780	RNU1-4	0	-	NR_004421
chr1	16840616	16840780	RNVU1-18	0	-	NR_004400
chr11	71639767	71708643	RNF121	0	+	NR_024148
chr5	145492596	145562213	LARS1	0	-	NM_020117
chr6	42847353	42857672	RPL7L1	0	+	NR_134563
chr19	36672961	36705986	ZNF565	0	-	NM_001042474
chr11	17095934	17099214	RPS13	0	-	NM_001017
chr12	51487538	51566918	TFCP2	0	-	NM_001173452
chr3	196662272	196669311	NCBP2	0	-	NM_001308036
chr17	56078279	56084707	SRSF1	0	-	NR_034041
chr6	26199743	26200216	H2BC7	0	+	NM_003522
chr2	55399685	55459429	CLHC1	0	-	NM_152385
chr3	16306718	16393602	OXNAD1	0	+	NM_001352982
chr1	231664398	231954990	TSNAX-DISC1	0	+	NR_028398
chr7	131012634	131181391	MKLN1	0	+	NM_001321316
chr19	49999690	50002965	RPS11	0	+	NM_001015
chr12	120729565	120729706	RNU4-2	0	-	NR_003137
chr19	51300949	51308110	C19orf48	0	-	NM_001290149
chr7	10971569	10979780	NDUFA4	0	-	NM_002489
chr17	74733759	74775422	MFSD11	0	+	NM_001242532
chr1	222886662	222908538	BROX	0	+	NM_001288581
chr1	29474255	29508412	SRSF4	0	-	NM_005626
chr8	109213444	109260946	EIF3E	0	-	NM_001568
chr7	30050202	30066318	FKBP14	0	-	NR_046478
chr1	150595753	150601609	ENSA	0	-	NM_207047
chr11	65265208	65273983	MALAT1	0	+	NR_144568
chr19	54694118	54698394	TSEN34	0	+	NM_001282333
chr9	37120468	37358145	ZCCHC7	0	+	NM_032226
chr7	86781676	86825648	DMTF1	0	+	NM_001142327
chr1	115312104	115323306	SIKE1	0	-	NR_049742
chr19	14519609	14530195	DDX39A	0	-	NR_046366
chr19	48799718	48825228	CCDC114	0	-	NM_001364171
chr5	40825364	40835324	RPL37	0	-	NR_159993
chr14	20923384	20925926	APEX1	0	+	NM_001244249
chr5	157158806	157168457	THG1L	0	+	NM_001317826
chr16	2204782	2205359	SNHG19	0	-	NR_132114
chr20	54987091	55035437	CASS4	0	+	NM_001164116
chr12	120634501	120638914	RPLP0	0	-	NM_001002
chr7	86780738	86781633	LOC101927420	0	-	NR_136252
chr6	33217312	33222667	HCG25	0	+	NR_044997
chr9	100395704	100436029	NCBP1	0	+	NM_001351505
chr16	27215295	27233089	KDM8	0	+	NM_001145348
chr6	31765173	31774743	LSM2	0	-	NM_021177
chr5	140027413	140042065	IK	0	+	NM_006083
chr1	52870273	52886507	PRPF38A	0	+	NM_032864
chr22	42017298	42060045	XRCC6	0	+	NM_001288976
chr15	44096689	44116888	MFAP1	0	-	NM_005926
chr17	38444130	38460909	CDC6	0	+	NM_001254
chr20	45837858	45985443	ZMYND8	0	-	NM_001281781
chr5	133634114	133706738	CDKL3	0	-	NM_001349366
chr4	113460488	113558151	ZGRF1	0	-	NM_018392
chr1	203830726	203840280	SNRPE	0	+	NM_003094
chr14	23362412	23388358	RBM23	0	-	NM_001352762
chr12	120730896	120731040	RNU4-1	0	-	NR_003925
chr6	139094656	139114456	CCDC28A	0	+	NM_015439
chr2	120517497	120742474	PTPN4	0	+	NM_002830
chr5	137514800	137523409	KIF20A	0	+	NM_005733
chr11	108093793	108239829	ATM	0	+	NM_001351834
chr12	123638775	123717688	MPHOSPH9	0	-	NR_103517
chr11	82970134	82997450	CCDC90B	0	-	NM_001286120
chr17	45195068	45266661	CDC27	0	-	NM_001293091
