Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac	File accession_H3K27ac bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF294INJ, ENCFF461SIX, ENCFF549HLL	ENCFF317HYD, ENCFF429NJG, ENCFF807MUK	ENCSR866RCY	ENCSR847AIA	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF582OVE	ENCFF307NMI	hg19	https://www.encodeproject.org/files/ENCFF582OVE/@@download/ENCFF582OVE.bam	https://www.encodeproject.org/files/ENCFF307NMI/@@download/ENCFF307NMI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1806185889	1079362553	1_2	1_2	0.0	0.0	f6b75b04ba6260757dbac4e6af8c9c4c	f2585bae98211864965e45d6806a7b37	s3://encode-public/2017/09/19/e08217f2-7a11-443b-be9e-1f0f769cfa84/ENCFF582OVE.bam	s3://encode-public/2016/12/19/34a83362-8a7f-432f-9179-2309a093982d/ENCFF307NMI.bam	ENCFF307NMI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth, low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF294INJ, ENCFF461SIX, ENCFF549HLL	ENCFF215HBL, ENCFF807MUK	ENCSR866RCY	ENCSR177QFY	2013-07-31	2016-10-24	0.0	H3K27ac-human	released	released	ENCFF582OVE	ENCFF975XPS	hg19	https://www.encodeproject.org/files/ENCFF582OVE/@@download/ENCFF582OVE.bam	https://www.encodeproject.org/files/ENCFF975XPS/@@download/ENCFF975XPS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1806185889	1683840318	1_2	2_1	0.0	0.0	f6b75b04ba6260757dbac4e6af8c9c4c	a6683807a787ce1ad0ae607a094c8fb9	s3://encode-public/2017/09/19/e08217f2-7a11-443b-be9e-1f0f769cfa84/ENCFF582OVE.bam	s3://encode-public/2016/10/26/93b36371-39e0-4100-85e4-f0ed6d378257/ENCFF975XPS.bam	ENCFF975XPS
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF627NJR, ENCFF953QYX, ENCFF972GUR	ENCFF697BQR, ENCFF807MUK	ENCSR060BFU	ENCSR094VJC	2013-07-31	2016-08-09	0.0	H3K27ac-human	released	released	ENCFF177WEY	ENCFF727XGJ	hg19	https://www.encodeproject.org/files/ENCFF177WEY/@@download/ENCFF177WEY.bam	https://www.encodeproject.org/files/ENCFF727XGJ/@@download/ENCFF727XGJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2656180678	1661018196	1_3	1_1	0.0	0.0	6a3107a44573da0a1b2144a0ec6236c9	c7c899b29223afdb0ffb7dd0f17149f2	s3://encode-public/2017/09/19/dad0e6c3-d797-4556-b862-9c36a3c71831/ENCFF177WEY.bam	s3://encode-public/2016/10/26/73819421-a486-4aee-9ee2-435c5f6348fd/ENCFF727XGJ.bam	ENCFF727XGJ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF627NJR, ENCFF953QYX, ENCFF972GUR	ENCFF317HYD, ENCFF429NJG, ENCFF807MUK	ENCSR060BFU	ENCSR847AIA	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF177WEY	ENCFF307NMI	hg19	https://www.encodeproject.org/files/ENCFF177WEY/@@download/ENCFF177WEY.bam	https://www.encodeproject.org/files/ENCFF307NMI/@@download/ENCFF307NMI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2656180678	1079362553	1_3	1_2	0.0	0.0	6a3107a44573da0a1b2144a0ec6236c9	f2585bae98211864965e45d6806a7b37	s3://encode-public/2017/09/19/dad0e6c3-d797-4556-b862-9c36a3c71831/ENCFF177WEY.bam	s3://encode-public/2016/12/19/34a83362-8a7f-432f-9179-2309a093982d/ENCFF307NMI.bam	ENCFF307NMI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF627NJR, ENCFF953QYX, ENCFF972GUR	ENCFF215HBL, ENCFF807MUK	ENCSR060BFU	ENCSR177QFY	2013-07-31	2016-10-24	0.0	H3K27ac-human	released	released	ENCFF177WEY	ENCFF975XPS	hg19	https://www.encodeproject.org/files/ENCFF177WEY/@@download/ENCFF177WEY.bam	https://www.encodeproject.org/files/ENCFF975XPS/@@download/ENCFF975XPS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2656180678	1683840318	1_3	2_1	0.0	0.0	6a3107a44573da0a1b2144a0ec6236c9	a6683807a787ce1ad0ae607a094c8fb9	s3://encode-public/2017/09/19/dad0e6c3-d797-4556-b862-9c36a3c71831/ENCFF177WEY.bam	s3://encode-public/2016/10/26/93b36371-39e0-4100-85e4-f0ed6d378257/ENCFF975XPS.bam	ENCFF975XPS
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF047ZIR, ENCFF318WII, ENCFF549HLL, ENCFF635FAN, ENCFF661HFJ	ENCFF697BQR, ENCFF807MUK	ENCSR696XSJ	ENCSR094VJC	2013-07-31	2016-08-09	0.0	H3K27ac-human	released	released	ENCFF793IOH	ENCFF727XGJ	hg19	https://www.encodeproject.org/files/ENCFF793IOH/@@download/ENCFF793IOH.bam	https://www.encodeproject.org/files/ENCFF727XGJ/@@download/ENCFF727XGJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2336895228	1661018196	1_4	1_1	0.0	0.0	95517c1ae60c3702914e899afb3599c3	c7c899b29223afdb0ffb7dd0f17149f2	s3://encode-public/2017/09/19/1459ef6b-cd61-4a1e-abbc-21e2ea724108/ENCFF793IOH.bam	s3://encode-public/2016/10/26/73819421-a486-4aee-9ee2-435c5f6348fd/ENCFF727XGJ.bam	ENCFF727XGJ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF047ZIR, ENCFF318WII, ENCFF549HLL, ENCFF635FAN, ENCFF661HFJ	ENCFF317HYD, ENCFF429NJG, ENCFF807MUK	ENCSR696XSJ	ENCSR847AIA	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF793IOH	ENCFF307NMI	hg19	https://www.encodeproject.org/files/ENCFF793IOH/@@download/ENCFF793IOH.bam	https://www.encodeproject.org/files/ENCFF307NMI/@@download/ENCFF307NMI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2336895228	1079362553	1_4	1_2	0.0	0.0	95517c1ae60c3702914e899afb3599c3	f2585bae98211864965e45d6806a7b37	s3://encode-public/2017/09/19/1459ef6b-cd61-4a1e-abbc-21e2ea724108/ENCFF793IOH.bam	s3://encode-public/2016/12/19/34a83362-8a7f-432f-9179-2309a093982d/ENCFF307NMI.bam	ENCFF307NMI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth, low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF047ZIR, ENCFF318WII, ENCFF549HLL, ENCFF635FAN, ENCFF661HFJ	ENCFF215HBL, ENCFF807MUK	ENCSR696XSJ	ENCSR177QFY	2013-07-31	2016-10-24	0.0	H3K27ac-human	released	released	ENCFF793IOH	ENCFF975XPS	hg19	https://www.encodeproject.org/files/ENCFF793IOH/@@download/ENCFF793IOH.bam	https://www.encodeproject.org/files/ENCFF975XPS/@@download/ENCFF975XPS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2336895228	1683840318	1_4	2_1	0.0	0.0	95517c1ae60c3702914e899afb3599c3	a6683807a787ce1ad0ae607a094c8fb9	s3://encode-public/2017/09/19/1459ef6b-cd61-4a1e-abbc-21e2ea724108/ENCFF793IOH.bam	s3://encode-public/2016/10/26/93b36371-39e0-4100-85e4-f0ed6d378257/ENCFF975XPS.bam	ENCFF975XPS
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF149EPY, ENCFF414WFK, ENCFF529NSR, ENCFF549HLL, ENCFF564QHA, ENCFF702FIW, ENCFF916IPH, ENCFF934GEX	ENCFF697BQR, ENCFF807MUK	ENCSR728BAD	ENCSR094VJC	2013-07-31	2016-08-09	0.0	H3K27ac-human	released	released	ENCFF510OHP	ENCFF727XGJ	hg19	https://www.encodeproject.org/files/ENCFF510OHP/@@download/ENCFF510OHP.bam	https://www.encodeproject.org/files/ENCFF727XGJ/@@download/ENCFF727XGJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1591170559	1661018196	1_7	1_1	0.0	0.0	b29c6f1523483dc3ce65f7d673033988	c7c899b29223afdb0ffb7dd0f17149f2	s3://encode-public/2017/09/19/e682e6fc-7b22-42ec-b551-0e4de2c8fc36/ENCFF510OHP.bam	s3://encode-public/2016/10/26/73819421-a486-4aee-9ee2-435c5f6348fd/ENCFF727XGJ.bam	ENCFF727XGJ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF149EPY, ENCFF414WFK, ENCFF529NSR, ENCFF549HLL, ENCFF564QHA, ENCFF702FIW, ENCFF916IPH, ENCFF934GEX	ENCFF317HYD, ENCFF429NJG, ENCFF807MUK	ENCSR728BAD	ENCSR847AIA	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF510OHP	ENCFF307NMI	hg19	https://www.encodeproject.org/files/ENCFF510OHP/@@download/ENCFF510OHP.bam	https://www.encodeproject.org/files/ENCFF307NMI/@@download/ENCFF307NMI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	1591170559	1079362553	1_7	1_2	0.0	0.0	b29c6f1523483dc3ce65f7d673033988	f2585bae98211864965e45d6806a7b37	s3://encode-public/2017/09/19/e682e6fc-7b22-42ec-b551-0e4de2c8fc36/ENCFF510OHP.bam	s3://encode-public/2016/12/19/34a83362-8a7f-432f-9179-2309a093982d/ENCFF307NMI.bam	ENCFF307NMI
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	biological replicates with identical biosample	0.0	0.0	low read depth, low spot score	0.0	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002369	UBERON:0002369	adrenal gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF149EPY, ENCFF414WFK, ENCFF529NSR, ENCFF549HLL, ENCFF564QHA, ENCFF702FIW, ENCFF916IPH, ENCFF934GEX	ENCFF215HBL, ENCFF807MUK	ENCSR728BAD	ENCSR177QFY	2013-07-31	2016-10-24	0.0	H3K27ac-human	released	released	ENCFF510OHP	ENCFF975XPS	hg19	https://www.encodeproject.org/files/ENCFF510OHP/@@download/ENCFF510OHP.bam	https://www.encodeproject.org/files/ENCFF975XPS/@@download/ENCFF975XPS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1591170559	1683840318	1_7	2_1	0.0	0.0	b29c6f1523483dc3ce65f7d673033988	a6683807a787ce1ad0ae607a094c8fb9	s3://encode-public/2017/09/19/e682e6fc-7b22-42ec-b551-0e4de2c8fc36/ENCFF510OHP.bam	s3://encode-public/2016/10/26/93b36371-39e0-4100-85e4-f0ed6d378257/ENCFF975XPS.bam	ENCFF975XPS
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	experiment not submitted to GEO	0.0	0.0	0.0	0.0	low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0001159	UBERON:0001159	sigmoid colon	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF059PYS, ENCFF255JSR, ENCFF270DKA, ENCFF549HLL, ENCFF683OIU	ENCFF690WBN, ENCFF807MUK	ENCSR276ITP	ENCSR213SMK	2019-11-08	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF983AAB	ENCFF513EGS	hg19	https://www.encodeproject.org/files/ENCFF983AAB/@@download/ENCFF983AAB.bam	https://www.encodeproject.org/files/ENCFF513EGS/@@download/ENCFF513EGS.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	12927382627	1969634005	1_1	1_1	0.0	0.0	dc546c54b224afef25af59163b8f0afa	6344140012f026e1722683fd9fed028b	s3://encode-public/2019/09/06/118fdd22-3562-482b-9998-2e45d1065529/ENCFF983AAB.bam	s3://encode-public/2017/05/09/68bd28dd-12dc-4ab2-b274-b408de34465d/ENCFF513EGS.bam	ENCFF513EGS
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	low read depth	low read depth, mild to moderate bottlenecking, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002108	UBERON:0002108	small intestine	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF645DKH, ENCFF894RXP	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	ENCSR860NDZ	ENCSR543CPW	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF311UPR	ENCFF028ZDP	hg19	https://www.encodeproject.org/files/ENCFF311UPR/@@download/ENCFF311UPR.bam	https://www.encodeproject.org/files/ENCFF028ZDP/@@download/ENCFF028ZDP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2212216998	2636007923	1_3	1_3	0.0	0.0	438d769d1ce8846470c58b5fdb47fa3a	5a23a71eaa13da28e9bd57ec26a891fd	s3://encode-public/2017/09/19/fcafca4c-884f-42b1-9290-24a958c2263d/ENCFF311UPR.bam	s3://encode-public/2017/03/27/e5d700ca-0d96-48e7-b5f2-ddfbed9c1403/ENCFF028ZDP.bam	ENCFF028ZDP
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002108	UBERON:0002108	small intestine	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF645DKH, ENCFF894RXP	ENCFF313OLS, ENCFF355KRT, ENCFF807MUK	ENCSR860NDZ	ENCSR892XFG	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF311UPR	ENCFF462BGO	hg19	https://www.encodeproject.org/files/ENCFF311UPR/@@download/ENCFF311UPR.bam	https://www.encodeproject.org/files/ENCFF462BGO/@@download/ENCFF462BGO.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2212216998	1767568686	1_3	1_2	0.0	0.0	438d769d1ce8846470c58b5fdb47fa3a	1e5c37d642d00bebd3dcc702307f5f19	s3://encode-public/2017/09/19/fcafca4c-884f-42b1-9290-24a958c2263d/ENCFF311UPR.bam	s3://encode-public/2016/12/19/740702aa-3ea6-40d5-baa7-ace84df70d57/ENCFF462BGO.bam	ENCFF462BGO
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002108	UBERON:0002108	small intestine	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF549HLL, ENCFF645DKH, ENCFF894RXP	ENCFF807MUK, ENCFF910WPG	ENCSR860NDZ	ENCSR454VRA	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF311UPR	ENCFF888MNR	hg19	https://www.encodeproject.org/files/ENCFF311UPR/@@download/ENCFF311UPR.bam	https://www.encodeproject.org/files/ENCFF888MNR/@@download/ENCFF888MNR.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2212216998	1552680532	1_3	1_1	0.0	0.0	438d769d1ce8846470c58b5fdb47fa3a	66bbbd404a5405fd548b0c37349796d9	s3://encode-public/2017/09/19/fcafca4c-884f-42b1-9290-24a958c2263d/ENCFF311UPR.bam	s3://encode-public/2017/04/05/72b586d6-0a45-4cc3-a8a4-a01715c8043e/ENCFF888MNR.bam	ENCFF888MNR
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	poor library complexity, severe bottlenecking	0.0	low read depth, mild to moderate bottlenecking, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002108	UBERON:0002108	small intestine	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF421SHB, ENCFF494VGQ, ENCFF549HLL, ENCFF786QGT	ENCFF349RCJ, ENCFF668PTO, ENCFF684LMP, ENCFF807MUK	ENCSR945RWN	ENCSR543CPW	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF245KJM	ENCFF028ZDP	hg19	https://www.encodeproject.org/files/ENCFF245KJM/@@download/ENCFF245KJM.bam	https://www.encodeproject.org/files/ENCFF028ZDP/@@download/ENCFF028ZDP.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	23004630816	2636007923	1_2	1_3	0.0	0.0	94d97285bb79180f151905d4a756682b	5a23a71eaa13da28e9bd57ec26a891fd	s3://encode-public/2017/09/20/3fa17c61-6fb0-481d-a4ae-48b473200b3e/ENCFF245KJM.bam	s3://encode-public/2017/03/27/e5d700ca-0d96-48e7-b5f2-ddfbed9c1403/ENCFF028ZDP.bam	ENCFF028ZDP
