Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CUR, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF057JYL	ENCFF057JYL_pooled	ENCFF385RWJ	ENCFF385RWJ	hg19	https://www.encodeproject.org/files/ENCFF057JYL/@@download/ENCFF057JYL.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1669041005	545817168	1_1	2_1	0.0	0.0	523143441e737e6e6e1f60831a17c955	e3586d7df3d4e3c1b3dfa8846eaf7959	s3://encode-public/2017/09/05/c3390979-28cb-4988-984d-f44be51b95ed/ENCFF057JYL.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CUR, ENCFF549HLL	ENCFF000ASU, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF057JYL	ENCFF057JYL_pooled	ENCFF097SQI	ENCFF097SQI	hg19	https://www.encodeproject.org/files/ENCFF057JYL/@@download/ENCFF057JYL.bam	https://www.encodeproject.org/files/ENCFF097SQI/@@download/ENCFF097SQI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1669041005	1521102564	1_1	1_1	0.0	0.0	523143441e737e6e6e1f60831a17c955	e8b6448df059f14562233986e880455f	s3://encode-public/2017/09/05/c3390979-28cb-4988-984d-f44be51b95ed/ENCFF057JYL.bam	s3://encode-public/2017/01/05/5bf9c570-dfa1-47c7-9ff9-6326157109da/ENCFF097SQI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CWQ, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF855ODQ	ENCFF855ODQ	ENCFF385RWJ	ENCFF385RWJ	hg19	https://www.encodeproject.org/files/ENCFF855ODQ/@@download/ENCFF855ODQ.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6474952942	545817168	2_1	2_1	0.0	0.0	0d7454ef1ec9970404c713415b4bc8f1	e3586d7df3d4e3c1b3dfa8846eaf7959	s3://encode-public/2017/09/06/4cd93104-0bd5-4580-b618-5b5289dc0ef7/ENCFF855ODQ.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CWQ, ENCFF549HLL	ENCFF000ASU, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF855ODQ	ENCFF855ODQ	ENCFF097SQI	ENCFF097SQI	hg19	https://www.encodeproject.org/files/ENCFF855ODQ/@@download/ENCFF855ODQ.bam	https://www.encodeproject.org/files/ENCFF097SQI/@@download/ENCFF097SQI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6474952942	1521102564	2_1	1_1	0.0	0.0	0d7454ef1ec9970404c713415b4bc8f1	e8b6448df059f14562233986e880455f	s3://encode-public/2017/09/06/4cd93104-0bd5-4580-b618-5b5289dc0ef7/ENCFF855ODQ.bam	s3://encode-public/2017/01/05/5bf9c570-dfa1-47c7-9ff9-6326157109da/ENCFF097SQI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	biological replicates with identical biosample	insufficient read length	0.0	0.0	low read depth, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003042	EFO:0003042	H1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000SOF, ENCFF549HLL	ENCFF000AWV, ENCFF807MUK	ENCSR000EJN	ENCSR000ANP	2011-04-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF274IMF	ENCFF274IMF_pooled	ENCFF250OOT	ENCFF250OOT	hg19	https://www.encodeproject.org/files/ENCFF274IMF/@@download/ENCFF274IMF.bam	https://www.encodeproject.org/files/ENCFF250OOT/@@download/ENCFF250OOT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2541227439	910891312	1_1	2_2	0.0	0.0	8ca3ac14c023a41e611dfac30bc7aac7	112484dd26f0c82609de6bf791f9752d	s3://encode-public/2017/10/03/15218a8b-a187-4975-9e31-9c5a06e42527/ENCFF274IMF.bam	s3://encode-public/2016/11/13/788c72b2-c6c2-4778-80cc-4bbf36e601d5/ENCFF250OOT.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	biological replicates with identical biosample	insufficient read length	0.0	0.0	low read depth, low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0003042	EFO:0003042	H1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000SOF, ENCFF549HLL	ENCFF000AWR, ENCFF807MUK	ENCSR000EJN	ENCSR000ANP	2011-04-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF274IMF	ENCFF274IMF_pooled	ENCFF782JPR	ENCFF782JPR	hg19	https://www.encodeproject.org/files/ENCFF274IMF/@@download/ENCFF274IMF.bam	https://www.encodeproject.org/files/ENCFF782JPR/@@download/ENCFF782JPR.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2541227439	1095583219	1_1	1_1	0.0	0.0	8ca3ac14c023a41e611dfac30bc7aac7	1d0f394727ca22a63e1e66c19b124307	s3://encode-public/2017/10/03/15218a8b-a187-4975-9e31-9c5a06e42527/ENCFF274IMF.bam	s3://encode-public/2016/11/13/0984e7e8-218d-465b-b7b1-454a3784104b/ENCFF782JPR.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	insufficient read length	0.0	low read depth, low spot score	low read depth, low read length	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000SPW, ENCFF549HLL	ENCFF000BBY, ENCFF807MUK	ENCSR000EJT	ENCSR000AOC	2011-04-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF915NVE	ENCFF915NVE_pooled	ENCFF828IDF	ENCFF828IDF	hg19	https://www.encodeproject.org/files/ENCFF915NVE/@@download/ENCFF915NVE.bam	https://www.encodeproject.org/files/ENCFF828IDF/@@download/ENCFF828IDF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	561732141	1160431349	1_1	1_1	0.0	0.0	0be00d13683fd1730a1b69a60a4758b7	c30354d46f11f1bf45ada4ce6fd89e1f	s3://encode-public/2017/10/05/a1c29ede-877c-444f-8b26-0394badb83c6/ENCFF915NVE.bam	s3://encode-public/2017/04/04/cbcff678-fc2f-4be7-8305-91bfd53e8fe5/ENCFF828IDF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	insufficient read length	0.0	low read depth, low spot score	low read depth, low read length	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000SPW, ENCFF549HLL	ENCFF000BBZ, ENCFF807MUK	ENCSR000EJT	ENCSR000AOC	2011-04-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF915NVE	ENCFF915NVE_pooled	ENCFF504XZI	ENCFF504XZI	hg19	https://www.encodeproject.org/files/ENCFF915NVE/@@download/ENCFF915NVE.bam	https://www.encodeproject.org/files/ENCFF504XZI/@@download/ENCFF504XZI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	561732141	1208621515	1_1	2_1	0.0	0.0	0be00d13683fd1730a1b69a60a4758b7	dafbe95fb72d2af7741f1962d9f86984	s3://encode-public/2017/10/05/a1c29ede-877c-444f-8b26-0394badb83c6/ENCFF915NVE.bam	s3://encode-public/2017/04/04/bd7b46b6-a288-429a-b745-25ecb2f42a0c/ENCFF504XZI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, low read length	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DDE, ENCFF549HLL	ENCFF000BBY, ENCFF807MUK	ENCSR000ENO	ENCSR000AOC	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF367BUZ	ENCFF367BUZ	ENCFF828IDF	ENCFF828IDF	hg19	https://www.encodeproject.org/files/ENCFF367BUZ/@@download/ENCFF367BUZ.bam	https://www.encodeproject.org/files/ENCFF828IDF/@@download/ENCFF828IDF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1815234504	1160431349	2_1	1_1	0.0	0.0	c1d3ea2dae7eda418c7f4415152c44e3	c30354d46f11f1bf45ada4ce6fd89e1f	s3://encode-public/2017/09/05/077930a2-fd88-4600-866d-015403c5423c/ENCFF367BUZ.bam	s3://encode-public/2017/04/04/cbcff678-fc2f-4be7-8305-91bfd53e8fe5/ENCFF828IDF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth	low read depth, low read length	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0002791	EFO:0002791	HeLa-S3	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001DDE, ENCFF549HLL	ENCFF000BBZ, ENCFF807MUK	ENCSR000ENO	ENCSR000AOC	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF367BUZ	ENCFF367BUZ	ENCFF504XZI	ENCFF504XZI	hg19	https://www.encodeproject.org/files/ENCFF367BUZ/@@download/ENCFF367BUZ.bam	https://www.encodeproject.org/files/ENCFF504XZI/@@download/ENCFF504XZI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1815234504	1208621515	2_1	2_1	0.0	0.0	c1d3ea2dae7eda418c7f4415152c44e3	dafbe95fb72d2af7741f1962d9f86984	s3://encode-public/2017/09/05/077930a2-fd88-4600-866d-015403c5423c/ENCFF367BUZ.bam	s3://encode-public/2017/04/04/bd7b46b6-a288-429a-b745-25ecb2f42a0c/ENCFF504XZI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002231	CL:0002231	epithelial cell of prostate	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EDY, ENCFF001EDZ, ENCFF549HLL	ENCFF036JGO, ENCFF052SOO, ENCFF807MUK	ENCSR000EPU	ENCSR910PDW	2011-10-19	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF291WWF	ENCFF291WWF	ENCFF409DBJ	ENCFF409DBJ	hg19	https://www.encodeproject.org/files/ENCFF291WWF/@@download/ENCFF291WWF.bam	https://www.encodeproject.org/files/ENCFF409DBJ/@@download/ENCFF409DBJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2065893769	6717231275	1_1	2_1	0.0	0.0	f8ef3d5361b7d00b97d8751723a0e976	b362b3a4b8c294f7010f6c1644ac8e09	s3://encode-public/2017/09/05/281b3532-a693-495a-b2c0-41e02f204e07/ENCFF291WWF.bam	s3://encode-public/2017/03/01/58cfc0e9-c0d7-432a-9a78-9815fa3f4e2d/ENCFF409DBJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002231	CL:0002231	epithelial cell of prostate	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EDY, ENCFF001EDZ, ENCFF549HLL	ENCFF317KRC, ENCFF807MUK, ENCFF851FQK	ENCSR000EPU	ENCSR910PDW	2011-10-19	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF291WWF	ENCFF291WWF	ENCFF143TOL	ENCFF143TOL	hg19	https://www.encodeproject.org/files/ENCFF291WWF/@@download/ENCFF291WWF.bam	https://www.encodeproject.org/files/ENCFF143TOL/@@download/ENCFF143TOL.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2065893769	8223371726	1_1	1_1	0.0	0.0	f8ef3d5361b7d00b97d8751723a0e976	91fcb83aeabd5ac357cea0c7f5ae195a	s3://encode-public/2017/09/05/281b3532-a693-495a-b2c0-41e02f204e07/ENCFF291WWF.bam	s3://encode-public/2017/03/01/efeca9db-afa1-41c1-bd07-4a8de90d2a90/ENCFF143TOL.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002231	CL:0002231	epithelial cell of prostate	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EEA, ENCFF001EEB, ENCFF549HLL	ENCFF036JGO, ENCFF052SOO, ENCFF807MUK	ENCSR000EPU	ENCSR910PDW	2011-10-19	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF469NGM	ENCFF469NGM	ENCFF409DBJ	ENCFF409DBJ	hg19	https://www.encodeproject.org/files/ENCFF469NGM/@@download/ENCFF469NGM.bam	https://www.encodeproject.org/files/ENCFF409DBJ/@@download/ENCFF409DBJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2118584149	6717231275	2_1	2_1	0.0	0.0	a68d9955cd11c3f09d6c64849b847d89	b362b3a4b8c294f7010f6c1644ac8e09	s3://encode-public/2017/09/05/1af31e55-375f-4ad0-9c48-85c69a0dd6ba/ENCFF469NGM.bam	s3://encode-public/2017/03/01/58cfc0e9-c0d7-432a-9a78-9815fa3f4e2d/ENCFF409DBJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	low read depth, low spot score	mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002231	CL:0002231	epithelial cell of prostate	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EEA, ENCFF001EEB, ENCFF549HLL	ENCFF317KRC, ENCFF807MUK, ENCFF851FQK	ENCSR000EPU	ENCSR910PDW	2011-10-19	2017-03-03	0.0	H3K27ac-human	released	released	ENCFF469NGM	ENCFF469NGM	ENCFF143TOL	ENCFF143TOL	hg19	https://www.encodeproject.org/files/ENCFF469NGM/@@download/ENCFF469NGM.bam	https://www.encodeproject.org/files/ENCFF143TOL/@@download/ENCFF143TOL.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	100.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2118584149	8223371726	2_1	1_1	0.0	0.0	a68d9955cd11c3f09d6c64849b847d89	91fcb83aeabd5ac357cea0c7f5ae195a	s3://encode-public/2017/09/05/1af31e55-375f-4ad0-9c48-85c69a0dd6ba/ENCFF469NGM.bam	s3://encode-public/2017/03/01/efeca9db-afa1-41c1-bd07-4a8de90d2a90/ENCFF143TOL.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	mild to moderate bottlenecking, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002327	CL:0002327	mammary epithelial cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001DFW, ENCFF549HLL	ENCFF000BIM, ENCFF807MUK	ENCSR000ENV	ENCSR000ALW	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF171WKG	ENCFF171WKG	ENCFF722LQX	ENCFF722LQX	hg19	https://www.encodeproject.org/files/ENCFF171WKG/@@download/ENCFF171WKG.bam	https://www.encodeproject.org/files/ENCFF722LQX/@@download/ENCFF722LQX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2729407679	597575353	1_1	2_1	0.0	0.0	411982b38f43fc2779fcbb9a30884820	e8b15938c7c115d7b5ca32442cd02164	s3://encode-public/2017/09/05/2df80ec2-cf9a-45fe-af46-a876423614c8/ENCFF171WKG.bam	s3://encode-public/2017/04/06/f0d6570d-edd2-4a24-87c1-f448323ebba1/ENCFF722LQX.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	mild to moderate bottlenecking, low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002327	CL:0002327	mammary epithelial cell	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001DFW, ENCFF549HLL	ENCFF000BIL, ENCFF807MUK	ENCSR000ENV	ENCSR000ALW	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF171WKG	ENCFF171WKG	ENCFF110PFE	ENCFF110PFE	hg19	https://www.encodeproject.org/files/ENCFF171WKG/@@download/ENCFF171WKG.bam	https://www.encodeproject.org/files/ENCFF110PFE/@@download/ENCFF110PFE.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2729407679	815326288	1_1	1_1	0.0	0.0	411982b38f43fc2779fcbb9a30884820	be761a3ac70966c180eb69f15cd12247	s3://encode-public/2017/09/05/2df80ec2-cf9a-45fe-af46-a876423614c8/ENCFF171WKG.bam	s3://encode-public/2017/04/06/24c161ee-fdcb-4f14-ac0a-dbb6c385c228/ENCFF110PFE.bam
