File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF099UXO	fastq	fastq		reads		ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	1	/files/ENCFF282WAV/			2931183333	John Stamatoyannopoulos, UW	4cc8590479b3157f8a61bed348893d0c		https://www.encodeproject.org/files/ENCFF099UXO/@@download/ENCFF099UXO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/09/01/a251773b-7546-4877-ae7d-b7cee31e3bd0/ENCFF099UXO.fastq.gz			
ENCFF097SKE	fastq	fastq		reads		ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	1	/files/ENCFF545TKW/			6299286640	John Stamatoyannopoulos, UW	5892d2d9fad42c475e8e17a7a6ed1991		https://www.encodeproject.org/files/ENCFF097SKE/@@download/ENCFF097SKE.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/09/01/c7b02de6-8bcf-425d-946f-ff29b2721572/ENCFF097SKE.fastq.gz			
ENCFF754PQR	fastq	fastq		reads		ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	1	/files/ENCFF296YPN/			292040076	John Stamatoyannopoulos, UW	8899da331e7d1be4662e2298c7459f69		https://www.encodeproject.org/files/ENCFF754PQR/@@download/ENCFF754PQR.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/09/01/55250dae-9116-4e0e-ac94-e3869d8c8b87/ENCFF754PQR.fastq.gz			
ENCFF296YPN	fastq	fastq		reads		ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	2	/files/ENCFF754PQR/			323423923	John Stamatoyannopoulos, UW	8dab4cce859866bb342d40ca0f8518d7		https://www.encodeproject.org/files/ENCFF296YPN/@@download/ENCFF296YPN.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/09/01/8b488877-5667-4cf5-a385-cd9996a15276/ENCFF296YPN.fastq.gz			
ENCFF001CVK	fastq	fastq		reads		ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1	36		single-ended					1327669528	John Stamatoyannopoulos, UW	392bd5929b0eae463df1ad70f9edf3c8		https://www.encodeproject.org/files/ENCFF001CVK/@@download/ENCFF001CVK.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2011/01/11/c07823f6-d378-4a7a-b175-bec20209b48c/ENCFF001CVK.fastq.gz	low read depth, low spot score		
ENCFF820KDZ	fastq	fastq		reads		ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF204FPP/			1978575364	John Stamatoyannopoulos, UW	29db6987d232fb8b59547b35d378b827		https://www.encodeproject.org/files/ENCFF820KDZ/@@download/ENCFF820KDZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/f9dd1dc0-370e-4191-bb54-c275a800d2fe/ENCFF820KDZ.fastq.gz			
ENCFF464YFI	fastq	fastq		reads		ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF802PKO/			663256043	John Stamatoyannopoulos, UW	7d3f8f9e146c88bb0ffbf729df3b39fc		https://www.encodeproject.org/files/ENCFF464YFI/@@download/ENCFF464YFI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/25355483-bbaa-4678-851d-96752af3d830/ENCFF464YFI.fastq.gz			
ENCFF802PKO	fastq	fastq		reads		ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF464YFI/			693654601	John Stamatoyannopoulos, UW	59793a508185553fc731ba54d81ee1a3		https://www.encodeproject.org/files/ENCFF802PKO/@@download/ENCFF802PKO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/237a113b-fcdc-4a65-9cec-9d7add1b54b2/ENCFF802PKO.fastq.gz			
ENCFF204FPP	fastq	fastq		reads		ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF820KDZ/			2106691563	John Stamatoyannopoulos, UW	6fae59215f0139359a10646b20a21307		https://www.encodeproject.org/files/ENCFF204FPP/@@download/ENCFF204FPP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/61b89132-3b58-49a5-8172-7060d02617fa/ENCFF204FPP.fastq.gz			
ENCFF514UER	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF721VHB/			461757744	John Stamatoyannopoulos, UW	9c061e32c96c6da89e26d77be9b4f7bd		https://www.encodeproject.org/files/ENCFF514UER/@@download/ENCFF514UER.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/c6fe0378-822b-425d-a96d-1879b1055f4a/ENCFF514UER.fastq.gz			
ENCFF721VHB	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF514UER/			498319990	John Stamatoyannopoulos, UW	21d7c6476012c5283de4c234a12df316		https://www.encodeproject.org/files/ENCFF721VHB/@@download/ENCFF721VHB.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/f35e6197-734b-41d9-98b1-8c3b4181e4af/ENCFF721VHB.fastq.gz			
ENCFF844HGQ	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF174WYL/			2361903777	John Stamatoyannopoulos, UW	c266d58c63a8cfda7f7b300a61b53abe		https://www.encodeproject.org/files/ENCFF844HGQ/@@download/ENCFF844HGQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/4680bb15-609b-4452-a0ca-0dc9445779bd/ENCFF844HGQ.fastq.gz			
ENCFF449AKY	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF099QUQ/			1888417604	John Stamatoyannopoulos, UW	54638e415b4bfe2ea53170bee204b9d5		https://www.encodeproject.org/files/ENCFF449AKY/@@download/ENCFF449AKY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/0b8fcde6-da1b-4f4f-a900-6e276ef5684d/ENCFF449AKY.fastq.gz			
ENCFF099QUQ	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF449AKY/			2153112523	John Stamatoyannopoulos, UW	d4326a33ebb018843185c9fd86ef7600		https://www.encodeproject.org/files/ENCFF099QUQ/@@download/ENCFF099QUQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/20c6d36e-2d6d-4275-9798-5ad6c80665fa/ENCFF099QUQ.fastq.gz			
ENCFF174WYL	fastq	fastq		reads		ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF844HGQ/			2676164914	John Stamatoyannopoulos, UW	5e15d957d50b9d4dd15f442ab3e0366c		https://www.encodeproject.org/files/ENCFF174WYL/@@download/ENCFF174WYL.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/3523319a-18ad-44cd-b8d9-af2541fc0f3d/ENCFF174WYL.fastq.gz			
ENCFF051XCF	fastq	fastq		reads		ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF676YTO/			3272470771	John Stamatoyannopoulos, UW	fcc87954403b5f49f35f19b9198c2ee3		https://www.encodeproject.org/files/ENCFF051XCF/@@download/ENCFF051XCF.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/0f8e7ac9-f986-4613-aab3-f556a1aa3496/ENCFF051XCF.fastq.gz			
ENCFF439GSP	fastq	fastq		reads		ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF620PFX/			380889894	John Stamatoyannopoulos, UW	441995cab314a5d51f9e1fd1cfbcc244		https://www.encodeproject.org/files/ENCFF439GSP/@@download/ENCFF439GSP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/63d683b7-16ed-4bf9-bc16-1170bfe95ae5/ENCFF439GSP.fastq.gz			
ENCFF676YTO	fastq	fastq		reads		ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF051XCF/			3818837511	John Stamatoyannopoulos, UW	041ca43f7fed8ec22e741609adcd941c		https://www.encodeproject.org/files/ENCFF676YTO/@@download/ENCFF676YTO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/9c9b64e8-08ad-485c-ae38-052c689818cf/ENCFF676YTO.fastq.gz			
ENCFF620PFX	fastq	fastq		reads		ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF439GSP/			423721740	John Stamatoyannopoulos, UW	5bb9884f2ce38d2d5cc4a5021bb1bcf4		https://www.encodeproject.org/files/ENCFF620PFX/@@download/ENCFF620PFX.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/cdb940ab-b013-494d-bae9-bcfa7d024cfc/ENCFF620PFX.fastq.gz			
ENCFF655BIS	fastq	fastq		reads		ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF457MFJ/			645883075	John Stamatoyannopoulos, UW	4790771041f0c93e080a546edb81a959		https://www.encodeproject.org/files/ENCFF655BIS/@@download/ENCFF655BIS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/5e4b3735-93a7-4b1d-a1ea-6c86aeeb69b0/ENCFF655BIS.fastq.gz			
ENCFF457MFJ	fastq	fastq		reads		ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF655BIS/			758116183	John Stamatoyannopoulos, UW	d13054e28f44f089fa1fb1d912a60b8b		https://www.encodeproject.org/files/ENCFF457MFJ/@@download/ENCFF457MFJ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/f33f8c53-0e0c-4769-85a6-4eb30311da75/ENCFF457MFJ.fastq.gz			
ENCFF124SFZ	fastq	fastq		reads		ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF317IVI/			3896188876	John Stamatoyannopoulos, UW	f470f1a221791b1740eb7adf1e81c48e		https://www.encodeproject.org/files/ENCFF124SFZ/@@download/ENCFF124SFZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/a6409058-ed94-4958-aa9c-ada13ef4b870/ENCFF124SFZ.fastq.gz			
ENCFF317IVI	fastq	fastq		reads		ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF124SFZ/			4709804519	John Stamatoyannopoulos, UW	bcceb73d494abe7cd5821404ab3cfe2b		https://www.encodeproject.org/files/ENCFF317IVI/@@download/ENCFF317IVI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/c00528ff-1a0e-49ff-9e34-3d202470b31a/ENCFF317IVI.fastq.gz			
ENCFF136TPZ	fastq	fastq		reads		ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF858ABW/			571105548	John Stamatoyannopoulos, UW	e7fb367017ae78fb4f6a2a7dd7d53619		https://www.encodeproject.org/files/ENCFF136TPZ/@@download/ENCFF136TPZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/78fa451e-e77c-4119-8e7d-51bf5d59d68c/ENCFF136TPZ.fastq.gz			
ENCFF858ABW	fastq	fastq		reads		ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF136TPZ/			640041448	John Stamatoyannopoulos, UW	ceb0b2068477f0203a8ad082a13b2017		https://www.encodeproject.org/files/ENCFF858ABW/@@download/ENCFF858ABW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/6eb05278-ce95-454a-8f3f-9f9178b3046e/ENCFF858ABW.fastq.gz			
ENCFF550VIY	fastq	fastq		reads		ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF070LED/			1923885805	John Stamatoyannopoulos, UW	0b59ecf1be70258cbdcbed0c9dc1aed5		https://www.encodeproject.org/files/ENCFF550VIY/@@download/ENCFF550VIY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/32c40e8c-9fda-40ef-ae05-bdb378fb063f/ENCFF550VIY.fastq.gz			
ENCFF070LED	fastq	fastq		reads		ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF550VIY/			2281945861	John Stamatoyannopoulos, UW	c439abeaafe3d9b1a2e27cf0d677219a		https://www.encodeproject.org/files/ENCFF070LED/@@download/ENCFF070LED.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/11/c0b82a7f-4c9c-4440-a8a5-c46ad7d958e2/ENCFF070LED.fastq.gz			
ENCFF796SSC	fastq	fastq		reads		ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF521SYO/			3575854138	John Stamatoyannopoulos, UW	a45196a947866eb36ae5841e793e2238		https://www.encodeproject.org/files/ENCFF796SSC/@@download/ENCFF796SSC.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/f8f8f31c-35fa-4e6d-87fd-eda775efc41c/ENCFF796SSC.fastq.gz			
ENCFF090CJB	fastq	fastq		reads		ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF629XTY/			455196775	John Stamatoyannopoulos, UW	0e6ee6ef728100ddf15241343baadbbe		https://www.encodeproject.org/files/ENCFF090CJB/@@download/ENCFF090CJB.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/be41d9e6-9dfa-4b6e-9c9e-e7393fac2b39/ENCFF090CJB.fastq.gz			
ENCFF629XTY	fastq	fastq		reads		ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF090CJB/			493189772	John Stamatoyannopoulos, UW	7169c5c1375d18de2a84dbd6d53e48f8		https://www.encodeproject.org/files/ENCFF629XTY/@@download/ENCFF629XTY.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/86af498c-6043-40bc-8bd6-8f65dd8a0b66/ENCFF629XTY.fastq.gz			
ENCFF521SYO	fastq	fastq		reads		ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF796SSC/			3868080884	John Stamatoyannopoulos, UW	d0e3839639fbd5e12c39ed8bbe919115		https://www.encodeproject.org/files/ENCFF521SYO/@@download/ENCFF521SYO.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/12/16/673aea5d-3238-4eef-88b0-8c09f61fac05/ENCFF521SYO.fastq.gz			
ENCFF071KUI	fastq	fastq		reads		ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF588MAH/			758076234	John Stamatoyannopoulos, UW	bbca3833ec5e9fbf4e43157758261bec		https://www.encodeproject.org/files/ENCFF071KUI/@@download/ENCFF071KUI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/a70d9929-a30a-4aaa-9a4a-1c324a33e052/ENCFF071KUI.fastq.gz			
ENCFF568DON	fastq	fastq		reads		ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF029PIV/			2099508983	John Stamatoyannopoulos, UW	efea90e760c1b007572d9f10e5fe8dff		https://www.encodeproject.org/files/ENCFF568DON/@@download/ENCFF568DON.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/61c27f8a-7dcd-4376-8ae3-2582b4b826cc/ENCFF568DON.fastq.gz			
ENCFF029PIV	fastq	fastq		reads		ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	2	/files/ENCFF568DON/			2246096720	John Stamatoyannopoulos, UW	cff27a80a90f61b3594a4fb8cc75bc0a		https://www.encodeproject.org/files/ENCFF029PIV/@@download/ENCFF029PIV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/4de04cc4-e952-4f15-ab03-96360f90d5b5/ENCFF029PIV.fastq.gz			
ENCFF398JVT	fastq	fastq		reads		ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1	76		paired-ended	1	/files/ENCFF223FFQ/			1129450879	John Stamatoyannopoulos, UW	8a34f51732749f02547c13ad97dcbcb9		https://www.encodeproject.org/files/ENCFF398JVT/@@download/ENCFF398JVT.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2020/11/05/d76f434f-d6a3-4de3-9c70-32e48387f5cd/ENCFF398JVT.fastq.gz			
