File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF739AIR	bam	bam		alignments	GRCh38	ENCSR265ZXX	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour								DNA			0.01% digitonin			2018-04-23	GGR		chemical (Nextera tagmentation)	>200	3	3_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF419RSJ/, /files/ENCFF124LBK/	1142521195	Tim Reddy, Duke	32530a385a5d1a663c89ae0a45c483e6		https://www.encodeproject.org/files/ENCFF739AIR/@@download/ENCFF739AIR.bam				released	s3://encode-public/2018/03/28/e9f04617-45b7-4707-9de3-7ce14814df41/ENCFF739AIR.bam			
ENCFF714SLY	bam	bam		alignments	GRCh38	ENCSR265ZXX	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour								DNA			0.01% digitonin			2018-04-23	GGR		chemical (Nextera tagmentation)	>200	1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF419RSJ/, /files/ENCFF115PAE/	1071711227	Tim Reddy, Duke	c03e3201ebe6e572c2d3dc9bc64af09d		https://www.encodeproject.org/files/ENCFF714SLY/@@download/ENCFF714SLY.bam				released	s3://encode-public/2018/03/28/2d7a8662-e297-4085-80d1-b151d1420a32/ENCFF714SLY.bam			
ENCFF682RLN	bam	bam		alignments	GRCh38	ENCSR729FNL	ATAC-seq	UBERON:0022353	posterior cingulate cortex	tissue	Homo sapiens											DNA			ATAC buffer			2017-10-09	ENCODE		chemical (Nextera tagmentation)		1	1_1							/files/ENCFF330CLR/, /files/ENCFF903DYC/	1243761668	Anshul Kundaje, Stanford	fc658ff83c44d4eec0b59632d9d19710		https://www.encodeproject.org/files/ENCFF682RLN/@@download/ENCFF682RLN.bam				released	s3://encode-public/2017/05/11/d99139e4-69f3-42d7-aa88-c3cbdbbf1866/ENCFF682RLN.bam			
ENCFF020COS	bam	bam		alignments	GRCh38	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR		chemical (Nextera tagmentation)	>200	3	3_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF419RSJ/, /files/ENCFF388LOY/	1095840758	Tim Reddy, Duke	3f237fe781fa7fdea284c9e4ff9b930f		https://www.encodeproject.org/files/ENCFF020COS/@@download/ENCFF020COS.bam				released	s3://encode-public/2018/03/28/cc41308f-1317-4e86-aac1-b0ad57288329/ENCFF020COS.bam			
ENCFF758ORC	bam	bam		alignments	GRCh38	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR		chemical (Nextera tagmentation)	>200	1	1_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF419RSJ/, /files/ENCFF463IRI/	1352917718	Tim Reddy, Duke	a3900f160dba6458436b255c3675fd07		https://www.encodeproject.org/files/ENCFF758ORC/@@download/ENCFF758ORC.bam				released	s3://encode-public/2018/03/28/4a9bfaab-4629-4d99-a66f-377b5ebd1c83/ENCFF758ORC.bam			
ENCFF809EKV	bam	bam		alignments	GRCh38	ENCSR139OYS	ATAC-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour								DNA			0.01% digitonin			2018-04-23	GGR		chemical (Nextera tagmentation)	>200	2	2_1							/files/GRCh38_no_alt_analysis_set_GCA_000001405.15/, /files/ENCFF419RSJ/, /files/ENCFF545DRH/	1247010844	Tim Reddy, Duke	afa5d74f5ba108bed9b8e05db5eafcda		https://www.encodeproject.org/files/ENCFF809EKV/@@download/ENCFF809EKV.bam				released	s3://encode-public/2018/03/28/6a997122-ddd6-42fe-8462-a66d39e843ba/ENCFF809EKV.bam			
ENCFF938VCX	bam	bam		unfiltered alignments	GRCh38	ENCSR439TZT	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2020-10-08	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF369GBC/, /files/ENCFF404WCN/, /files/ENCFF233DYJ/, /files/ENCFF885TWT/, /files/ENCFF714BYD/, /files/ENCFF651ZPX/, /files/ENCFF268BNM/, /files/ENCFF961HFX/, /files/ENCFF190QCO/, /files/ENCFF920GKZ/, /files/ENCFF759GTN/, /files/ENCFF684ENW/, /files/ENCFF110MCL/, /files/ENCFF999CSV/, /files/ENCFF543OKH/, /files/ENCFF741OMI/, /files/ENCFF213RFK/	24684398749	ENCODE Processing Pipeline	9b6d91fb560c0e3dbac38740e40a21a1		https://www.encodeproject.org/files/ENCFF938VCX/@@download/ENCFF938VCX.bam				released	s3://encode-public/2020/08/06/f098f685-d469-43f1-8ae6-e64958f0207d/ENCFF938VCX.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF857JRM	bam	bam		alignments	GRCh38	ENCSR439TZT	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2020-10-08	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF714BYD/, /files/ENCFF543OKH/, /files/ENCFF684ENW/, /files/ENCFF213RFK/, /files/ENCFF651ZPX/, /files/ENCFF961HFX/, /files/ENCFF920GKZ/, /files/ENCFF140XLU/, /files/ENCFF885TWT/, /files/ENCFF404WCN/, /files/ENCFF268BNM/, /files/ENCFF356LFX/, /files/ENCFF212UAV/, /files/ENCFF999CSV/, /files/ENCFF759GTN/, /files/ENCFF369GBC/, /files/ENCFF233DYJ/, /files/ENCFF190QCO/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF741OMI/	7627683760	ENCODE Processing Pipeline	e93ebd72c2ce0e2281975f1032d33790		https://www.encodeproject.org/files/ENCFF857JRM/@@download/ENCFF857JRM.bam				released	s3://encode-public/2020/08/06/e205ad79-e1b4-40f8-956b-2dec95a6e46e/ENCFF857JRM.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF507PRQ	bam	bam		unfiltered alignments	GRCh38	ENCSR553LAZ	ATAC-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		99					/files/ENCFF088ONP/, /files/ENCFF238ZAZ/, /files/ENCFF252NNF/, /files/ENCFF609APV/, /files/ENCFF501VCA/, /files/ENCFF110MCL/, /files/ENCFF097DWT/, /files/ENCFF607BQL/, /files/ENCFF503QDF/, /files/ENCFF592TUD/, /files/ENCFF171DIZ/, /files/ENCFF183RSV/, /files/ENCFF011ANA/, /files/ENCFF308XOA/, /files/ENCFF991BFK/, /files/ENCFF515KCZ/, /files/ENCFF919OHK/	38845877627	ENCODE Processing Pipeline	804684c656b203e666c410fdc6025e12		https://www.encodeproject.org/files/ENCFF507PRQ/@@download/ENCFF507PRQ.bam				released	s3://encode-public/2020/07/23/5862096b-3d75-47fd-ab37-0d5a31d8c270/ENCFF507PRQ.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF933IAO	bam	bam		alignments	GRCh38	ENCSR553LAZ	ATAC-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		99					/files/ENCFF238ZAZ/, /files/ENCFF493CCB/, /files/ENCFF097DWT/, /files/ENCFF919OHK/, /files/ENCFF088ONP/, /files/ENCFF501VCA/, /files/ENCFF609APV/, /files/ENCFF503QDF/, /files/ENCFF140XLU/, /files/ENCFF308XOA/, /files/ENCFF991BFK/, /files/ENCFF252NNF/, /files/ENCFF592TUD/, /files/ENCFF011ANA/, /files/ENCFF212UAV/, /files/ENCFF515KCZ/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF607BQL/, /files/ENCFF171DIZ/, /files/ENCFF183RSV/, /files/ENCFF356LFX/	17672704455	ENCODE Processing Pipeline	70fce841fbaf02bcfd00d5017cf19a7c		https://www.encodeproject.org/files/ENCFF933IAO/@@download/ENCFF933IAO.bam				released	s3://encode-public/2020/07/23/462ce9ee-7f36-46a9-83b4-508a2885ffcb/ENCFF933IAO.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF940NFM	bam	bam		alignments	GRCh38	ENCSR731ODJ	ATAC-seq	UBERON:0002079	left cardiac atrium	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF356LFX/, /files/ENCFF430ZNS/, /files/ENCFF501MHR/, /files/ENCFF077NYU/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF118GSX/, /files/ENCFF401LKQ/, /files/ENCFF659VKJ/, /files/ENCFF752DHN/, /files/ENCFF381NYY/, /files/ENCFF165ONS/, /files/ENCFF212UAV/, /files/ENCFF643PPX/, /files/ENCFF110MCL/, /files/ENCFF609EBF/, /files/ENCFF460VTG/, /files/ENCFF644UMI/, /files/ENCFF729BWY/, /files/ENCFF696MCR/, /files/ENCFF640EBG/	1491797559	ENCODE Processing Pipeline	6d2c30a23537997a80a5dc4ee5063e69		https://www.encodeproject.org/files/ENCFF940NFM/@@download/ENCFF940NFM.bam				released	s3://encode-public/2020/08/06/015c98c8-489c-4fc5-a9ef-ccf763099191/ENCFF940NFM.bam	moderate number of reproducible peaks, moderate library complexity		extremely low read depth
ENCFF074WSB	bam	bam		unfiltered alignments	GRCh38	ENCSR731ODJ	ATAC-seq	UBERON:0002079	left cardiac atrium	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF401LKQ/, /files/ENCFF430ZNS/, /files/ENCFF729BWY/, /files/ENCFF659VKJ/, /files/ENCFF501MHR/, /files/ENCFF643PPX/, /files/ENCFF077NYU/, /files/ENCFF696MCR/, /files/ENCFF110MCL/, /files/ENCFF460VTG/, /files/ENCFF752DHN/, /files/ENCFF640EBG/, /files/ENCFF381NYY/, /files/ENCFF165ONS/, /files/ENCFF609EBF/, /files/ENCFF644UMI/, /files/ENCFF118GSX/	5104335034	ENCODE Processing Pipeline	8b5dac5bc66925b6ef7e893336ef781a		https://www.encodeproject.org/files/ENCFF074WSB/@@download/ENCFF074WSB.bam				released	s3://encode-public/2020/08/06/f8e1606e-a11c-453f-bcb1-62d0935f7d82/ENCFF074WSB.bam	moderate number of reproducible peaks, moderate library complexity		extremely low read depth
ENCFF987VBP	bam	bam		unfiltered alignments	GRCh38	ENCSR855BMI	ATAC-seq	NTR:0000491	Right ventricle myocardium inferior	tissue	Homo sapiens											DNA						2020-10-08	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF686RIT/, /files/ENCFF238QOK/, /files/ENCFF370DXG/, /files/ENCFF110MCL/, /files/ENCFF794NKR/, /files/ENCFF020MRQ/, /files/ENCFF543JVJ/, /files/ENCFF584DJP/, /files/ENCFF922BKC/, /files/ENCFF436ZSM/, /files/ENCFF681QIM/, /files/ENCFF936ZYB/, /files/ENCFF376BLA/, /files/ENCFF015ZXD/, /files/ENCFF226BJS/, /files/ENCFF025ZTN/, /files/ENCFF856LHF/	20732218014	ENCODE Processing Pipeline	a4a4be488abf7df5c94654fbaa78b13c		https://www.encodeproject.org/files/ENCFF987VBP/@@download/ENCFF987VBP.bam				released	s3://encode-public/2020/08/07/807f9084-f5c6-430a-bc46-2572f9e49968/ENCFF987VBP.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF164CVV	bam	bam		alignments	GRCh38	ENCSR855BMI	ATAC-seq	NTR:0000491	Right ventricle myocardium inferior	tissue	Homo sapiens											DNA						2020-10-08	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF686RIT/, /files/ENCFF356LFX/, /files/ENCFF436ZSM/, /files/ENCFF681QIM/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF856LHF/, /files/ENCFF238QOK/, /files/ENCFF304XEX/, /files/ENCFF584DJP/, /files/ENCFF376BLA/, /files/ENCFF226BJS/, /files/ENCFF370DXG/, /files/ENCFF794NKR/, /files/ENCFF543JVJ/, /files/ENCFF015ZXD/, /files/ENCFF025ZTN/, /files/ENCFF110MCL/, /files/ENCFF020MRQ/, /files/ENCFF212UAV/, /files/ENCFF936ZYB/, /files/ENCFF922BKC/	5892184788	ENCODE Processing Pipeline	41482fb228370c7ecd3a90e00675bf4f		https://www.encodeproject.org/files/ENCFF164CVV/@@download/ENCFF164CVV.bam				released	s3://encode-public/2020/08/07/811c32f1-0183-4190-b2fe-23e44c14e82f/ENCFF164CVV.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF114WRE	bam	bam		alignments	GRCh38	ENCSR802GEV	ATAC-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens											DNA			ATAC buffer			2017-10-09	ENCODE		chemical (Nextera tagmentation)		1	1_1							/files/ENCFF232DPD/, /files/ENCFF520LZN/, /files/ENCFF589ZNO/, /files/ENCFF949EKP/	1160414113	Anshul Kundaje, Stanford	2fa91977e839d115775f4335b45f98f9		https://www.encodeproject.org/files/ENCFF114WRE/@@download/ENCFF114WRE.bam				released	s3://encode-public/2017/05/11/5bbb8b93-a014-4222-b900-ed8756807e3f/ENCFF114WRE.bam			
ENCFF918ITR	bam	bam		unfiltered alignments	GRCh38	ENCSR227FVE	ATAC-seq	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_2, 1_3		101					/files/ENCFF428YEM/, /files/ENCFF222BWF/, /files/ENCFF333LSH/, /files/ENCFF881JJZ/, /files/ENCFF380XCO/, /files/ENCFF657LKB/, /files/ENCFF525SJZ/, /files/ENCFF701ZMO/, /files/ENCFF802LJV/, /files/ENCFF110MCL/, /files/ENCFF605MSO/, /files/ENCFF141FAN/, /files/ENCFF858DFG/, /files/ENCFF759PVY/, /files/ENCFF596MSZ/, /files/ENCFF164KLK/, /files/ENCFF422YVU/	34979521790	ENCODE Processing Pipeline	c646da30fe6912dd715d80304277e80b		https://www.encodeproject.org/files/ENCFF918ITR/@@download/ENCFF918ITR.bam				released	s3://encode-public/2020/08/08/4846b826-7f0b-48d8-a0de-386f2010647e/ENCFF918ITR.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF298KWG	bam	bam		alignments	GRCh38	ENCSR227FVE	ATAC-seq	UBERON:0000992	ovary	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_2, 1_3		101					/files/ENCFF140XLU/, /files/ENCFF428YEM/, /files/ENCFF333LSH/, /files/ENCFF701ZMO/, /files/ENCFF212UAV/, /files/ENCFF110MCL/, /files/ENCFF759PVY/, /files/ENCFF657LKB/, /files/ENCFF493CCB/, /files/ENCFF605MSO/, /files/ENCFF858DFG/, /files/ENCFF222BWF/, /files/ENCFF881JJZ/, /files/ENCFF380XCO/, /files/ENCFF802LJV/, /files/ENCFF356LFX/, /files/ENCFF141FAN/, /files/ENCFF164KLK/, /files/ENCFF525SJZ/, /files/ENCFF304XEX/, /files/ENCFF596MSZ/, /files/ENCFF422YVU/	17196963018	ENCODE Processing Pipeline	44abd22dfb956c775515acd6a5c1e7c1		https://www.encodeproject.org/files/ENCFF298KWG/@@download/ENCFF298KWG.bam				released	s3://encode-public/2020/08/08/0131811b-6422-43e0-b751-630358644098/ENCFF298KWG.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF340GFU	bam	bam		unfiltered alignments	GRCh38	ENCSR212LYK	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF244JWM/, /files/ENCFF188NZT/, /files/ENCFF110MCL/, /files/ENCFF232UGR/, /files/ENCFF407HGK/, /files/ENCFF813PSR/, /files/ENCFF058WKN/, /files/ENCFF252TAF/, /files/ENCFF756XPR/, /files/ENCFF421FYS/, /files/ENCFF757EFG/, /files/ENCFF937ZBB/, /files/ENCFF343GLF/, /files/ENCFF302DRH/, /files/ENCFF577URK/, /files/ENCFF276JHE/, /files/ENCFF696SRV/	61300998478	ENCODE Processing Pipeline	3239c28f251cd9950bd0375624c9760b		https://www.encodeproject.org/files/ENCFF340GFU/@@download/ENCFF340GFU.bam				released	s3://encode-public/2020/08/08/22e464ef-ab41-4720-a8d8-176a883d5702/ENCFF340GFU.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF033EKK	bam	bam		alignments	GRCh38	ENCSR212LYK	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens											DNA						2020-08-17	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		101					/files/ENCFF188NZT/, /files/ENCFF058WKN/, /files/ENCFF493CCB/, /files/ENCFF356LFX/, /files/ENCFF244JWM/, /files/ENCFF252TAF/, /files/ENCFF937ZBB/, /files/ENCFF232UGR/, /files/ENCFF276JHE/, /files/ENCFF696SRV/, /files/ENCFF813PSR/, /files/ENCFF756XPR/, /files/ENCFF757EFG/, /files/ENCFF302DRH/, /files/ENCFF577URK/, /files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF407HGK/, /files/ENCFF421FYS/, /files/ENCFF343GLF/, /files/ENCFF212UAV/, /files/ENCFF304XEX/	7854387157	ENCODE Processing Pipeline	ec64f73f076fc0e35cd70951ad172f6c		https://www.encodeproject.org/files/ENCFF033EKK/@@download/ENCFF033EKK.bam				released	s3://encode-public/2020/08/08/13c6dce2-cbbb-46db-ba77-a0d4b00193c2/ENCFF033EKK.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF727AUA	bam	bam		alignments	GRCh38	ENCSR530XBF	ATAC-seq	UBERON:0001264	pancreas	tissue	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1, 1_2		99					/files/ENCFF304XEX/, /files/ENCFF402JOW/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF284EBK/, /files/ENCFF382HIA/, /files/ENCFF907XZC/, /files/ENCFF353RUU/, /files/ENCFF727NHL/, /files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF591JLW/, /files/ENCFF279EWE/, /files/ENCFF107DKE/, /files/ENCFF185YDO/, /files/ENCFF592LHN/, /files/ENCFF355KAB/, /files/ENCFF776DYL/, /files/ENCFF486NZB/, /files/ENCFF489GSO/, /files/ENCFF493CCB/, /files/ENCFF140UCF/	15306074155	ENCODE Processing Pipeline	343826da012535892b9192ca4a80ee9b		https://www.encodeproject.org/files/ENCFF727AUA/@@download/ENCFF727AUA.bam				released	s3://encode-public/2020/07/24/1b697ea5-39bf-49d8-82a6-5b4e0fb4fe03/ENCFF727AUA.bam	mild to moderate bottlenecking, moderate library complexity		
