File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF066OAF	bam	bam		unfiltered alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1							/files/ENCFF549HLL/, /files/ENCFF296YPN/, /files/ENCFF545TKW/, /files/ENCFF754PQR/, /files/ENCFF097SKE/	16730952638	ENCODE Processing Pipeline	c28e022e5dcf98cf4e756a9eedf174cd		https://www.encodeproject.org/files/ENCFF066OAF/@@download/ENCFF066OAF.bam				released	s3://encode-public/2017/12/05/64997bd8-1af3-4743-8ddf-bb4c9ad57960/ENCFF066OAF.bam			
ENCFF457XBM	bam	bam		alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1							/files/ENCFF066OAF/	13990451917	ENCODE Processing Pipeline	58aeda1aa50919d82822d0d6933acca4		https://www.encodeproject.org/files/ENCFF457XBM/@@download/ENCFF457XBM.bam				released	s3://encode-public/2017/12/05/66fe21a2-a7d2-4cfb-b32b-451b990d9d0a/ENCFF457XBM.bam			
ENCFF598MTS	bam	bam		alignments	hg19	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF106NQV/	8067573013	ENCODE Processing Pipeline	f7cd9f5580564994b4337caf1b83c3c0		https://www.encodeproject.org/files/ENCFF598MTS/@@download/ENCFF598MTS.bam				released	s3://encode-public/2017/12/05/2d071817-efb8-413e-899a-49fda0d0e73c/ENCFF598MTS.bam			
ENCFF931CJS	bam	bam		unfiltered alignments	GRCh38	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1							/files/ENCFF884HOA/, /files/ENCFF545TKW/, /files/ENCFF754PQR/, /files/ENCFF296YPN/, /files/ENCFF097SKE/	25995837959	ENCODE Processing Pipeline	843ae20ba3c351472333e60e939d4d5a		https://www.encodeproject.org/files/ENCFF931CJS/@@download/ENCFF931CJS.bam				released	s3://encode-public/2020/11/06/32d98a39-6625-413e-bdb9-806a7cf25f5e/ENCFF931CJS.bam			
ENCFF308CYR	bam	bam		alignments	GRCh38	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF762MJQ/, /files/ENCFF480OCC/	7716908917	ENCODE Processing Pipeline	ddc21922b004e68ae0ab165415380ecf		https://www.encodeproject.org/files/ENCFF308CYR/@@download/ENCFF308CYR.bam				released	s3://encode-public/2020/11/06/7a701bf4-5e65-40ae-9dd5-d755cbe7b3e9/ENCFF308CYR.bam			
ENCFF480OCC	bam	bam		unfiltered alignments	GRCh38	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1							/files/ENCFF282WAV/, /files/ENCFF884HOA/, /files/ENCFF667SWK/, /files/ENCFF602VMH/, /files/ENCFF099UXO/	13486093686	ENCODE Processing Pipeline	115e41a4902746b1b8f7503a1aefbdb4		https://www.encodeproject.org/files/ENCFF480OCC/@@download/ENCFF480OCC.bam				released	s3://encode-public/2020/11/06/f816432d-b59f-44ab-a8b0-cada47ff9739/ENCFF480OCC.bam			
ENCFF579AOS	bam	bam		alignments	GRCh38	ENCSR166KPV	DNase-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1							/files/ENCFF762MJQ/, /files/ENCFF931CJS/	13580902003	ENCODE Processing Pipeline	04573a6232a328eaa840f45b06ab3e85		https://www.encodeproject.org/files/ENCFF579AOS/@@download/ENCFF579AOS.bam				released	s3://encode-public/2020/11/06/396239c0-8548-4569-8e24-e26827937855/ENCFF579AOS.bam			
ENCFF674MNA	bam	bam		unfiltered alignments	GRCh38	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001CVK/, /files/ENCFF496RSW/	1508027392	ENCODE Processing Pipeline	9f8e0c98ae840ab0ceb2673e7462db4d		https://www.encodeproject.org/files/ENCFF674MNA/@@download/ENCFF674MNA.bam				released	s3://encode-public/2016/10/23/b5a09cee-a678-4593-8ed5-4b1aaf0d0e9a/ENCFF674MNA.bam	low read depth, low spot score		
ENCFF546PJU	bam	bam		alignments	GRCh38	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF674MNA/	1109858562	ENCODE Processing Pipeline	5dee1001b3468953d8d9e828020dc606		https://www.encodeproject.org/files/ENCFF546PJU/@@download/ENCFF546PJU.bam				released	s3://encode-public/2017/08/23/4eda769d-68bc-466d-a3c0-3e468e376a59/ENCFF546PJU.bam	low read depth, low spot score		
ENCFF923SKV	bam	bam		alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF450BWK/	1114385715	ENCODE Processing Pipeline	2477c37d67dff2e6d378cb141c0324d9		https://www.encodeproject.org/files/ENCFF923SKV/@@download/ENCFF923SKV.bam				released	s3://encode-public/2017/09/05/a175cbcb-d56b-410f-8be8-a3fd257a9a40/ENCFF923SKV.bam	low read depth, low spot score		
ENCFF450BWK	bam	bam		unfiltered alignments	hg19	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF001CVK/, /files/ENCFF549HLL/	1500278557	ENCODE Processing Pipeline	b083ea299d503f1f39a1804bf8114765		https://www.encodeproject.org/files/ENCFF450BWK/@@download/ENCFF450BWK.bam				released	s3://encode-public/2017/09/05/66c96704-f98d-42df-9f22-9ed17a3eac80/ENCFF450BWK.bam	low read depth, low spot score		
ENCFF175QBB	bam	bam		alignments	GRCh38	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF762MJQ/, /files/ENCFF733TCL/	986844059	ENCODE Processing Pipeline	21410c5760b3ef67e930bd73b65847f3		https://www.encodeproject.org/files/ENCFF175QBB/@@download/ENCFF175QBB.bam				released	s3://encode-public/2020/11/12/23408d3b-939a-4d80-bf3c-39d84806d2ae/ENCFF175QBB.bam	low read depth, low spot score		
ENCFF733TCL	bam	bam		unfiltered alignments	GRCh38	ENCSR000EMU	DNase-seq	EFO:0003042	H1	cell line	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF884HOA/, /files/ENCFF001CVK/	1850037198	ENCODE Processing Pipeline	9fa0ed9cb93b280f5ba072f0bd909ae7		https://www.encodeproject.org/files/ENCFF733TCL/@@download/ENCFF733TCL.bam				released	s3://encode-public/2020/11/12/fcf69d08-77bf-4797-94dd-ff647f1e7b73/ENCFF733TCL.bam	low read depth, low spot score		
ENCFF163WEQ	bam	bam		unfiltered alignments	GRCh38	ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF802PKO/, /files/ENCFF820KDZ/, /files/ENCFF204FPP/, /files/ENCFF464YFI/, /files/ENCFF884HOA/	7300806086	ENCODE Processing Pipeline	c2a34c74d124198c5d73f4f1e03f0c12		https://www.encodeproject.org/files/ENCFF163WEQ/@@download/ENCFF163WEQ.bam				released	s3://encode-public/2021/01/12/243cddc4-c578-45f6-b118-849e1dab3109/ENCFF163WEQ.bam			
ENCFF562HKT	bam	bam		alignments	GRCh38	ENCSR652IZW	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF163WEQ/, /files/ENCFF762MJQ/	4141731157	ENCODE Processing Pipeline	f75cf0561e0c2e5be8b5f2050ac58fa2		https://www.encodeproject.org/files/ENCFF562HKT/@@download/ENCFF562HKT.bam				released	s3://encode-public/2021/01/12/035e9cf7-dfbe-4ad9-a444-79e83edabdbf/ENCFF562HKT.bam			
ENCFF960EXE	bam	bam		unfiltered alignments	GRCh38	ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF099QUQ/, /files/ENCFF514UER/, /files/ENCFF174WYL/, /files/ENCFF844HGQ/, /files/ENCFF449AKY/, /files/ENCFF884HOA/, /files/ENCFF721VHB/	12807609417	ENCODE Processing Pipeline	d806aacb505a1ec1f52676e212ae4250		https://www.encodeproject.org/files/ENCFF960EXE/@@download/ENCFF960EXE.bam				released	s3://encode-public/2021/01/07/3c63bec5-29e8-400b-ab47-73f817e065ad/ENCFF960EXE.bam			
ENCFF196YDY	bam	bam		alignments	GRCh38	ENCSR234VLI	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF960EXE/, /files/ENCFF762MJQ/	6845288960	ENCODE Processing Pipeline	6964dab08dd5643f3d1de2d5a0d71946		https://www.encodeproject.org/files/ENCFF196YDY/@@download/ENCFF196YDY.bam				released	s3://encode-public/2021/01/07/ced2c59d-704b-47ff-ac95-ad9c13890545/ENCFF196YDY.bam			
ENCFF977WJE	bam	bam		alignments	GRCh38	ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF962ITO/, /files/ENCFF762MJQ/	5214866896	ENCODE Processing Pipeline	0fddd99c42beed9aa41facce01b229ab		https://www.encodeproject.org/files/ENCFF977WJE/@@download/ENCFF977WJE.bam				released	s3://encode-public/2021/01/08/b3e20801-baf1-417a-a816-d1416d44e0a2/ENCFF977WJE.bam			
ENCFF962ITO	bam	bam		unfiltered alignments	GRCh38	ENCSR756FQD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF676YTO/, /files/ENCFF620PFX/, /files/ENCFF884HOA/, /files/ENCFF439GSP/, /files/ENCFF051XCF/	10664783248	ENCODE Processing Pipeline	dd855cddb67988ee303feb456acad402		https://www.encodeproject.org/files/ENCFF962ITO/@@download/ENCFF962ITO.bam				released	s3://encode-public/2021/01/08/9f3f85d7-ca79-489f-b121-a56e074d4243/ENCFF962ITO.bam			
ENCFF921DRM	bam	bam		unfiltered alignments	GRCh38	ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF884HOA/, /files/ENCFF655BIS/, /files/ENCFF317IVI/, /files/ENCFF124SFZ/, /files/ENCFF457MFJ/	13252669364	ENCODE Processing Pipeline	97ce6d250be6fbf4c00b91592c25bd3b		https://www.encodeproject.org/files/ENCFF921DRM/@@download/ENCFF921DRM.bam				released	s3://encode-public/2021/01/08/0677b7c3-4a43-4d34-a3c3-edefba5555bc/ENCFF921DRM.bam			
ENCFF903EVF	bam	bam		alignments	GRCh38	ENCSR984SDD	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF921DRM/, /files/ENCFF762MJQ/	6770644358	ENCODE Processing Pipeline	fcb85b23074a8c64d435ea5b8c6fc1a8		https://www.encodeproject.org/files/ENCFF903EVF/@@download/ENCFF903EVF.bam				released	s3://encode-public/2021/01/08/f610f3e2-1594-4431-994a-7eaf34a72cc4/ENCFF903EVF.bam			
ENCFF180MZE	bam	bam		unfiltered alignments	GRCh38	ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF136TPZ/, /files/ENCFF884HOA/, /files/ENCFF858ABW/, /files/ENCFF550VIY/, /files/ENCFF070LED/	7007768961	ENCODE Processing Pipeline	8750ef656a077f8836396ba6fc0d5a24		https://www.encodeproject.org/files/ENCFF180MZE/@@download/ENCFF180MZE.bam				released	s3://encode-public/2021/01/07/44fdfb0b-26a8-4312-80ff-41fdf3d51f06/ENCFF180MZE.bam			
ENCFF989COB	bam	bam		alignments	GRCh38	ENCSR646JBR	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF762MJQ/, /files/ENCFF180MZE/	3919812597	ENCODE Processing Pipeline	613d1db4f644d07e64a3007775377d9f		https://www.encodeproject.org/files/ENCFF989COB/@@download/ENCFF989COB.bam				released	s3://encode-public/2021/01/07/0a3aa528-010a-4f7d-bcf8-5e96e390544b/ENCFF989COB.bam			
ENCFF509IOI	bam	bam		unfiltered alignments	GRCh38	ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF796SSC/, /files/ENCFF629XTY/, /files/ENCFF521SYO/, /files/ENCFF090CJB/, /files/ENCFF884HOA/	10857048289	ENCODE Processing Pipeline	199ac7c7d09a8b4778cb6950dcf72d18		https://www.encodeproject.org/files/ENCFF509IOI/@@download/ENCFF509IOI.bam				released	s3://encode-public/2021/01/08/3410c6a0-e47f-4137-93ae-8226b8ad966c/ENCFF509IOI.bam			
ENCFF167ZAJ	bam	bam		alignments	GRCh38	ENCSR563HBG	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens											DNA						2021-01-11	ENCODE				1	1_1							/files/ENCFF509IOI/, /files/ENCFF762MJQ/	5272533066	ENCODE Processing Pipeline	7420de056d3c198cc18dbf7f8cef859c		https://www.encodeproject.org/files/ENCFF167ZAJ/@@download/ENCFF167ZAJ.bam				released	s3://encode-public/2021/01/08/5cdbf721-863e-4dc6-8b95-b51bd4e4d847/ENCFF167ZAJ.bam			
ENCFF889NSC	bam	bam		unfiltered alignments	GRCh38	ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF223FFQ/, /files/ENCFF588MAH/, /files/ENCFF884HOA/, /files/ENCFF568DON/, /files/ENCFF071KUI/, /files/ENCFF029PIV/, /files/ENCFF398JVT/	11049918291	ENCODE Processing Pipeline	808a9b1b2fd6c0af119b7ab746967dc4		https://www.encodeproject.org/files/ENCFF889NSC/@@download/ENCFF889NSC.bam				released	s3://encode-public/2021/01/12/74a7ae22-c06b-4c4d-ae91-28f5dd06528b/ENCFF889NSC.bam			
ENCFF423ULQ	bam	bam		alignments	GRCh38	ENCSR365FVU	DNase-seq	UBERON:0002740	posterior cingulate gyrus	tissue	Homo sapiens											DNA						2021-01-12	ENCODE				1	1_1							/files/ENCFF889NSC/, /files/ENCFF762MJQ/	7091150249	ENCODE Processing Pipeline	2c7c828a818ba7070dc9b2b15bc343ee		https://www.encodeproject.org/files/ENCFF423ULQ/@@download/ENCFF423ULQ.bam				released	s3://encode-public/2021/01/12/3954f80b-d8f7-48be-bd60-ada4a8839db1/ENCFF423ULQ.bam			
ENCFF479ANU	bam	bam		unfiltered alignments	GRCh38	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1							/files/ENCFF000SYH/, /files/ENCFF496RSW/	2345936109	ENCODE Processing Pipeline	918a5228a8ef8a0784248fb0007989c9		https://www.encodeproject.org/files/ENCFF479ANU/@@download/ENCFF479ANU.bam				released	s3://encode-public/2016/10/25/9be68658-84ed-4098-97e5-27b6a4a843e2/ENCFF479ANU.bam	mixed read lengths	insufficient read length	
ENCFF954ESU	bam	bam		unfiltered alignments	GRCh38	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_2							/files/ENCFF000SYF/, /files/ENCFF496RSW/	1536001860	ENCODE Processing Pipeline	9eca990ca3386d144c3e80e9d5a495ed		https://www.encodeproject.org/files/ENCFF954ESU/@@download/ENCFF954ESU.bam				released	s3://encode-public/2016/10/25/1b078d5c-e90a-44a3-97cd-3b5d5111275a/ENCFF954ESU.bam	mixed read lengths	insufficient read length	
ENCFF554AZX	bam	bam		unfiltered alignments	GRCh38	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_3							/files/ENCFF000SYK/, /files/ENCFF496RSW/	2667263708	ENCODE Processing Pipeline	b03d6ee4042e6266b9bd62a0d94807d7		https://www.encodeproject.org/files/ENCFF554AZX/@@download/ENCFF554AZX.bam				released	s3://encode-public/2016/10/25/e516a907-2523-49fe-b731-3a3ac559958f/ENCFF554AZX.bam	mixed read lengths	insufficient read length	
ENCFF157XVX	bam	bam		alignments	GRCh38	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1, 1_2, 1_3							/files/ENCFF479ANU/, /files/ENCFF954ESU/, /files/ENCFF554AZX/	2637633374	ENCODE Processing Pipeline	cb8540df2ccd701c3e678fb669e68e98		https://www.encodeproject.org/files/ENCFF157XVX/@@download/ENCFF157XVX.bam				released	s3://encode-public/2017/10/03/f37d314a-8050-4d19-886c-56443f107292/ENCFF157XVX.bam	mixed read lengths	insufficient read length	
ENCFF261GXS	bam	bam		unfiltered alignments	hg19	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_2							/files/ENCFF000SYF/, /files/ENCFF549HLL/	1532897642	ENCODE Processing Pipeline	d661e55241206505e2f07cd0ddd80a30		https://www.encodeproject.org/files/ENCFF261GXS/@@download/ENCFF261GXS.bam				released	s3://encode-public/2017/10/05/ee76813f-02b2-49c2-9bf5-e6c8814485ea/ENCFF261GXS.bam	mixed read lengths	insufficient read length	
ENCFF090CVI	bam	bam		unfiltered alignments	hg19	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1							/files/ENCFF000SYH/, /files/ENCFF549HLL/	2339609036	ENCODE Processing Pipeline	a49bec9d8d8f7a53fb8a95a46b59b74a		https://www.encodeproject.org/files/ENCFF090CVI/@@download/ENCFF090CVI.bam				released	s3://encode-public/2017/10/05/d60a4c0a-6651-4c6e-b17d-63bae6da4c0b/ENCFF090CVI.bam	mixed read lengths	insufficient read length	
ENCFF578XIB	bam	bam		unfiltered alignments	hg19	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_3							/files/ENCFF000SYK/, /files/ENCFF549HLL/	2955830204	ENCODE Processing Pipeline	694ba26206b7094bc5b33dd4ea19245c		https://www.encodeproject.org/files/ENCFF578XIB/@@download/ENCFF578XIB.bam				released	s3://encode-public/2017/10/05/e4c793ae-e9f4-4a11-bf9a-5905f8aaa282/ENCFF578XIB.bam	mixed read lengths	insufficient read length	
ENCFF946HET	bam	bam		alignments	hg19	ENCSR000EKT	DNase-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens											DNA						2011-04-19	ENCODE		see document		1	1_1, 1_2, 1_3							/files/ENCFF090CVI/, /files/ENCFF261GXS/, /files/ENCFF578XIB/	4741806262	ENCODE Processing Pipeline	c47415b0abb0c956001f66bbfab164fb		https://www.encodeproject.org/files/ENCFF946HET/@@download/ENCFF946HET.bam				released	s3://encode-public/2017/10/05/f0addf26-7621-440f-a376-d06b831542da/ENCFF946HET.bam	mixed read lengths	insufficient read length	
