numerical_id	unique_id	treatment_id	Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample age_Accessibility	Biosample age_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample stage	Biosample summary_Accessibility	Biosample summary_H3K27ac	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Index of_Accessibility	Index of_H3K27ac	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
ID_324	body_of_pancreas_tissue_female_adult_(51_years)_51 years_1_1_body_of_pancreas_tissue_male_adult_(54_years)_54 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	1	51 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	body_of_pancreas_tissue_female_adult_(51_years)	body_of_pancreas_tissue_male_adult_(54_years)	UBERON:0001150	UBERON:0001150	body of pancreas	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF903TJR/, /files/ENCFF388JVN/, /files/ENCFF209THG/, /files/ENCFF773SXA/	/files/ENCFF110MCL/, /files/ENCFF015KLH/	ENCSR405YLV	ENCSR596PFU	2019-11-08	2016-07-28	0.0	H3K27ac-human	released	released	ENCFF979XWD	ENCFF979XWD	ENCFF192QLB	ENCFF192QLB	GRCh38	https://www.encodeproject.org/files/ENCFF979XWD/@@download/ENCFF979XWD.bam	https://www.encodeproject.org/files/ENCFF192QLB/@@download/ENCFF192QLB.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11610664813	1577810834	1_1	1_1	0.0	0.0	fb1d8f62ea3d08bd4b66633b676ec941	ed8c8ef5786ed84f7c5ba6cf06fa14a5	s3://encode-public/2019/09/11/dbcffd86-0d97-4e2a-9a52-99981a240ca7/ENCFF979XWD.bam	s3://encode-public/2020/09/17/8db61516-7c40-41a7-9af9-3b21c162190f/ENCFF192QLB.bam
ID_325	tibial_artery_tissue_male_adult_(37_years)_37 years_1_1_tibial_artery_tissue_male_adult_(54_years)_54 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	mild to moderate bottlenecking	1	1	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	tibial_artery_tissue_male_adult_(37_years)	tibial_artery_tissue_male_adult_(54_years)	UBERON:0007610	UBERON:0007610	tibial artery	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF914SSG/, /files/ENCFF729JHX/, /files/ENCFF478VUT/, /files/ENCFF872YSA/	/files/ENCFF489IJG/, /files/ENCFF643CGH/, /files/ENCFF482NDH/	ENCSR102RSU	ENCSR535GFO	2019-11-08	2018-12-11	0.0	H3K27ac-human	released	released	ENCFF654SCU	ENCFF654SCU	ENCFF970PJJ	ENCFF970PJJ	GRCh38	https://www.encodeproject.org/files/ENCFF654SCU/@@download/ENCFF654SCU.bam	https://www.encodeproject.org/files/ENCFF970PJJ/@@download/ENCFF970PJJ.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	8034028357	1487582700	1_1	1_1	0.0	0.0	8f6fbb0aa6f604f74fa41a49a01beda1	bff444087b65e6ddba8f393130423fb8	s3://encode-public/2019/10/02/4112599c-12d8-4c3a-a0c9-adffa0b54e09/ENCFF654SCU.bam	s3://encode-public/2018/06/13/ce8d7973-750d-4d26-81e6-c6834c444fe8/ENCFF970PJJ.bam
ID_326	tibial_artery_tissue_male_adult_(37_years)_37 years_1_1_tibial_artery_tissue_male_adult_(54_years)_54 years_2_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	mild to moderate bottlenecking	1	2	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	tibial_artery_tissue_male_adult_(37_years)	tibial_artery_tissue_male_adult_(54_years)	UBERON:0007610	UBERON:0007610	tibial artery	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF914SSG/, /files/ENCFF729JHX/, /files/ENCFF478VUT/, /files/ENCFF872YSA/	/files/ENCFF147IPQ/, /files/ENCFF643CGH/, /files/ENCFF068FUW/	ENCSR102RSU	ENCSR535GFO	2019-11-08	2018-12-11	0.0	H3K27ac-human	released	released	ENCFF654SCU	ENCFF654SCU	ENCFF078ATZ	ENCFF078ATZ	GRCh38	https://www.encodeproject.org/files/ENCFF654SCU/@@download/ENCFF654SCU.bam	https://www.encodeproject.org/files/ENCFF078ATZ/@@download/ENCFF078ATZ.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	8034028357	4411504738	1_1	2_1	0.0	0.0	8f6fbb0aa6f604f74fa41a49a01beda1	c70aa9ebdcbee6802daed61bb26e28a2	s3://encode-public/2019/10/02/4112599c-12d8-4c3a-a0c9-adffa0b54e09/ENCFF654SCU.bam	s3://encode-public/2018/06/13/2c70fb3c-7595-4037-a869-7526d94005ab/ENCFF078ATZ.bam
ID_327	uterus_tissue_female_adult_(53_years)_53 years_1_1_uterus_tissue_female_adult_(53_years)_53 years_2_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	2	53 years	53 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	uterus_tissue_female_adult_(53_years)	uterus_tissue_female_adult_(53_years)	UBERON:0000995	UBERON:0000995	uterus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF152XAO/, /files/ENCFF869YBT/, /files/ENCFF730CZV/, /files/ENCFF353AVW/	/files/ENCFF064KXF/, /files/ENCFF643CGH/, /files/ENCFF194MVI/, /files/ENCFF059KCC/, /files/ENCFF762RRI/	ENCSR129BZE	ENCSR249INE	2019-11-08	2016-11-03	0.0	H3K27ac-human	released	released	ENCFF784KKI	ENCFF784KKI	ENCFF578UBY	ENCFF578UBY	GRCh38	https://www.encodeproject.org/files/ENCFF784KKI/@@download/ENCFF784KKI.bam	https://www.encodeproject.org/files/ENCFF578UBY/@@download/ENCFF578UBY.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	8429474788	2949990185	1_1	2_1	0.0	0.0	4d4e71acaeb70437db51dd7c1ee8e5e8	5847607c4df5dd1a3def712299a66fd4	s3://encode-public/2019/10/21/c7d92483-0755-487b-b0f2-e142183ba102/ENCFF784KKI.bam	s3://encode-public/2018/02/21/90c11fa5-1bbd-49c5-acc0-f0fa7ef5518d/ENCFF578UBY.bam
ID_328	uterus_tissue_female_adult_(53_years)_53 years_1_1_uterus_tissue_female_adult_(53_years)_53 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	1	1	53 years	53 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	uterus_tissue_female_adult_(53_years)	uterus_tissue_female_adult_(53_years)	UBERON:0000995	UBERON:0000995	uterus	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF152XAO/, /files/ENCFF869YBT/, /files/ENCFF730CZV/, /files/ENCFF353AVW/	/files/ENCFF072KDT/, /files/ENCFF643CGH/, /files/ENCFF654XGY/	ENCSR129BZE	ENCSR249INE	2019-11-08	2016-11-03	0.0	H3K27ac-human	released	released	ENCFF784KKI	ENCFF784KKI	ENCFF729CWA	ENCFF729CWA	GRCh38	https://www.encodeproject.org/files/ENCFF784KKI/@@download/ENCFF784KKI.bam	https://www.encodeproject.org/files/ENCFF729CWA/@@download/ENCFF729CWA.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	8429474788	1947097659	1_1	1_1	0.0	0.0	4d4e71acaeb70437db51dd7c1ee8e5e8	a76c02e3d4325edc1717619bf7b7e03b	s3://encode-public/2019/10/21/c7d92483-0755-487b-b0f2-e142183ba102/ENCFF784KKI.bam	s3://encode-public/2016/10/31/a42d562f-9fd8-4634-899a-b1a6d8c42251/ENCFF729CWA.bam
ID_329	right_atrium_auricular_region_tissue_female_adult_(53_years)_53 years_1_1_right_atrium_auricular_region_tissue_female_adult_(53_years)_53 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low spot score	0.0	1	1	53 years	53 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	right_atrium_auricular_region_tissue_female_adult_(53_years)	right_atrium_auricular_region_tissue_female_adult_(53_years)	UBERON:0006631	UBERON:0006631	right atrium auricular region	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF144CNV/, /files/ENCFF873ABX/, /files/ENCFF235KPO/, /files/ENCFF214NQI/, /files/ENCFF539ZER/, /files/ENCFF284OKX/	/files/ENCFF643CGH/, /files/ENCFF231NGE/, /files/ENCFF996SHZ/	ENCSR984SQJ	ENCSR593KDJ	2019-11-08	2016-11-03	0.0	H3K27ac-human	released	released	ENCFF758MMO	ENCFF758MMO	ENCFF206UXT	ENCFF206UXT	GRCh38	https://www.encodeproject.org/files/ENCFF758MMO/@@download/ENCFF758MMO.bam	https://www.encodeproject.org/files/ENCFF206UXT/@@download/ENCFF206UXT.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9774713253	1554228261	1_1	1_1	0.0	0.0	246b8fdc1a06929152a606389b58a058	908fe071fbbc46e168e13cd255eb367c	s3://encode-public/2019/10/02/be5c2403-5604-4117-9942-27fd0f5a29b8/ENCFF758MMO.bam	s3://encode-public/2016/10/31/b9a624c2-4920-4159-a5f1-c9ec2ca5dc5a/ENCFF206UXT.bam
ID_330	right_atrium_auricular_region_tissue_female_adult_(53_years)_53 years_1_1_right_atrium_auricular_region_tissue_female_adult_(51_years)_51 years_2_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low spot score	0.0	1	2	53 years	51 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	right_atrium_auricular_region_tissue_female_adult_(53_years)	right_atrium_auricular_region_tissue_female_adult_(51_years)	UBERON:0006631	UBERON:0006631	right atrium auricular region	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF144CNV/, /files/ENCFF873ABX/, /files/ENCFF235KPO/, /files/ENCFF214NQI/, /files/ENCFF539ZER/, /files/ENCFF284OKX/	/files/ENCFF661NBM/, /files/ENCFF205SMX/, /files/ENCFF466WHK/, /files/ENCFF326GSU/, /files/ENCFF643CGH/	ENCSR984SQJ	ENCSR668EVA	2019-11-08	2019-09-11	0.0	H3K27ac-human	released	released	ENCFF758MMO	ENCFF758MMO	ENCFF377QFZ	ENCFF377QFZ	GRCh38	https://www.encodeproject.org/files/ENCFF758MMO/@@download/ENCFF758MMO.bam	https://www.encodeproject.org/files/ENCFF377QFZ/@@download/ENCFF377QFZ.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	none, sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9774713253	2210355118	1_1	2_1	0.0	0.0	246b8fdc1a06929152a606389b58a058	39aa828e3eeadf82f8fe0cffa981f88a	s3://encode-public/2019/10/02/be5c2403-5604-4117-9942-27fd0f5a29b8/ENCFF758MMO.bam	s3://encode-public/2019/06/12/70d79caf-b853-4383-8b34-b26271b0f0d4/ENCFF377QFZ.bam
ID_331	prostate_gland_tissue_male_adult_(37_years)_37 years_1_1_prostate_gland_tissue_male_adult_(54_years)_54 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low spot score	0.0	1	1	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	prostate_gland_tissue_male_adult_(37_years)	prostate_gland_tissue_male_adult_(54_years)	UBERON:0002367	UBERON:0002367	prostate gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF653YLG/, /files/ENCFF833QIT/, /files/ENCFF760PRH/, /files/ENCFF521VPL/, /files/ENCFF899DOT/, /files/ENCFF740ARY/	/files/ENCFF951QTZ/, /files/ENCFF643CGH/, /files/ENCFF423DAR/, /files/ENCFF111ZHX/, /files/ENCFF652GCZ/, /files/ENCFF032TSP/, /files/ENCFF698USZ/	ENCSR564FZH	ENCSR763IDK	2019-11-08	2017-08-28	0.0	H3K27ac-human	released	released	ENCFF463DFD	ENCFF463DFD	ENCFF110DAE	ENCFF110DAE	GRCh38	https://www.encodeproject.org/files/ENCFF463DFD/@@download/ENCFF463DFD.bam	https://www.encodeproject.org/files/ENCFF110DAE/@@download/ENCFF110DAE.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9758692117	4440652322	1_1	1_1	0.0	0.0	0e6baaf8c441f65d2fc840b6e00deaa1	e8449b7802987b42a26c2c15c2cbff22	s3://encode-public/2019/09/10/f2b58f10-017d-4850-bc99-afafcbd07b5c/ENCFF463DFD.bam	s3://encode-public/2017/08/04/670bf0b4-1c0a-4df3-bd4c-be4b66082be9/ENCFF110DAE.bam
ID_332	prostate_gland_tissue_male_adult_(37_years)_37 years_1_1_prostate_gland_tissue_male_adult_(54_years)_54 years_2_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low spot score	0.0	1	2	37 years	54 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	prostate_gland_tissue_male_adult_(37_years)	prostate_gland_tissue_male_adult_(54_years)	UBERON:0002367	UBERON:0002367	prostate gland	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF653YLG/, /files/ENCFF833QIT/, /files/ENCFF760PRH/, /files/ENCFF521VPL/, /files/ENCFF899DOT/, /files/ENCFF740ARY/	/files/ENCFF885CXC/, /files/ENCFF503OSZ/, /files/ENCFF643CGH/	ENCSR564FZH	ENCSR763IDK	2019-11-08	2017-08-28	0.0	H3K27ac-human	released	released	ENCFF463DFD	ENCFF463DFD	ENCFF988MRU	ENCFF988MRU	GRCh38	https://www.encodeproject.org/files/ENCFF463DFD/@@download/ENCFF463DFD.bam	https://www.encodeproject.org/files/ENCFF988MRU/@@download/ENCFF988MRU.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	9758692117	2054603376	1_1	2_1	0.0	0.0	0e6baaf8c441f65d2fc840b6e00deaa1	f47185e460cd213c1f5ec7d2a6600d17	s3://encode-public/2019/09/10/f2b58f10-017d-4850-bc99-afafcbd07b5c/ENCFF463DFD.bam	s3://encode-public/2019/09/03/b4ae194c-c0c0-4b9e-9a19-4236f422bcdf/ENCFF988MRU.bam
ID_333	heart_left_ventricle_tissue_male_adult_(43_years)_43 years_1_1_heart_left_ventricle_tissue_male_adult_(34_years)_34 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	insufficient read depth	0.0	moderate library complexity, mild to moderate bottlenecking, control low read depth, low read length	1	1	43 years	34 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	heart_left_ventricle_tissue_male_adult_(43_years)	heart_left_ventricle_tissue_male_adult_(34_years)	UBERON:0002084	UBERON:0002084	heart left ventricle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF884HOA/, /files/ENCFF142GIN/, /files/ENCFF934ABI/, /files/ENCFF687PYJ/, /files/ENCFF075GVG/	/files/ENCFF643CGH/, /files/ENCFF966ALG/	ENCSR299QGI	ENCSR150QXE	2020-09-28	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF676NHC	ENCFF676NHC	ENCFF232PCF	ENCFF232PCF	GRCh38	https://www.encodeproject.org/files/ENCFF676NHC/@@download/ENCFF676NHC.bam	https://www.encodeproject.org/files/ENCFF232PCF/@@download/ENCFF232PCF.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	12612890679	935227883	1_1	1_1	0.0	0.0	d34f6b94f7306823ede4fb3e41875caf	ae8e322d5a56bb122f804729b0b5820f	s3://encode-public/2020/09/25/ce2e39b6-f7d8-49da-9646-51d4e612bf32/ENCFF676NHC.bam	s3://encode-public/2016/12/19/b54651ca-0927-4772-8b10-f08900a6d8bd/ENCFF232PCF.bam
ID_334	breast_epithelium_tissue_male_adult_(54_years)_54 years_1_1_breast_epithelium_tissue_female_adult_(53_years)_53 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	low spot score	mild to moderate bottlenecking	1	1	54 years	53 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	breast_epithelium_tissue_male_adult_(54_years)	breast_epithelium_tissue_female_adult_(53_years)	UBERON:0008367	UBERON:0008367	breast epithelium	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF496RSW/, /files/ENCFF878MLO/, /files/ENCFF162KAI/, /files/ENCFF943OVG/, /files/ENCFF546DIU/, /files/ENCFF069QUP/, /files/ENCFF243LZZ/	/files/ENCFF737ZSN/, /files/ENCFF110MCL/, /files/ENCFF697YTU/	ENCSR788IZL	ENCSR034ZKE	2019-11-08	2016-11-03	0.0	H3K27ac-human	released	released	ENCFF377XBG	ENCFF377XBG	ENCFF324ZJH	ENCFF324ZJH	GRCh38	https://www.encodeproject.org/files/ENCFF377XBG/@@download/ENCFF377XBG.bam	https://www.encodeproject.org/files/ENCFF324ZJH/@@download/ENCFF324ZJH.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6729864846	2020365050	1_1	1_1	0.0	0.0	0c55ba967b34752fba193131726a0a62	9c368014594029358fbd640eefedc97f	s3://encode-public/2019/10/28/fedf4c30-2acb-4bb1-ad6e-a8151602b5d7/ENCFF377XBG.bam	s3://encode-public/2020/09/17/1cd7e596-27f6-43b1-aebf-33ac1922c509/ENCFF324ZJH.bam
ID_335	thoracic_aorta_tissue_male_adult_(37_years)_37 years_1_1_thoracic_aorta_tissue_male_adult_(37_years)_37 years_1_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	mild to moderate bottlenecking, moderate library complexity	1	1	37 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	thoracic_aorta_tissue_male_adult_(37_years)	thoracic_aorta_tissue_male_adult_(37_years)	UBERON:0001515	UBERON:0001515	thoracic aorta	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF656XAH/, /files/ENCFF118QBT/, /files/ENCFF784NQJ/, /files/ENCFF883ASJ/, /files/ENCFF884HOA/, /files/ENCFF212LHS/, /files/ENCFF330RYM/	/files/ENCFF110MCL/, /files/ENCFF124BGS/	ENCSR298SDT	ENCSR015GFK	2020-09-19	2016-11-15	0.0	H3K27ac-human	released	released	ENCFF477PJL	ENCFF477PJL	ENCFF777BON	ENCFF777BON_pooled	GRCh38	https://www.encodeproject.org/files/ENCFF477PJL/@@download/ENCFF477PJL.bam	https://www.encodeproject.org/files/ENCFF777BON/@@download/ENCFF777BON.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	4107445055	2561206806	1_1	1_1	0.0	0.0	117a68e275c29b5a8210a02cbc445f45	10160ff1c1a5753f69e365633eff5851	s3://encode-public/2020/09/16/f52a7cb7-1075-4579-a96e-d0df029ad6e5/ENCFF477PJL.bam	s3://encode-public/2020/10/10/ad2741c9-2b46-4dac-9481-efe7099444fe/ENCFF777BON.bam
ID_336	thoracic_aorta_tissue_male_adult_(37_years)_37 years_1_1_thoracic_aorta_tissue_male_adult_(37_years)_37 years_2_1	0.0_0.0_0.0	DNase-seq	Histone ChIP-seq	0.0	0.0	0.0	0.0	0.0	mild to moderate bottlenecking, moderate library complexity	1	2	37 years	37 years	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	thoracic_aorta_tissue_male_adult_(37_years)	thoracic_aorta_tissue_male_adult_(37_years)	UBERON:0001515	UBERON:0001515	thoracic aorta	0.0	0.0	0.0	tissue	tissue	0.0	0.0	/files/ENCFF656XAH/, /files/ENCFF118QBT/, /files/ENCFF784NQJ/, /files/ENCFF883ASJ/, /files/ENCFF884HOA/, /files/ENCFF212LHS/, /files/ENCFF330RYM/	/files/ENCFF110MCL/, /files/ENCFF542CPV/	ENCSR298SDT	ENCSR015GFK	2020-09-19	2016-11-15	0.0	H3K27ac-human	released	released	ENCFF477PJL	ENCFF477PJL	ENCFF111DOD	ENCFF111DOD	GRCh38	https://www.encodeproject.org/files/ENCFF477PJL/@@download/ENCFF477PJL.bam	https://www.encodeproject.org/files/ENCFF111DOD/@@download/ENCFF111DOD.bam	bam	0.0	0.0	bam	0.0	0.0	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sonication (generic)	0.0	0.0	DNA	DNA	0.0	200-600	0.0	0.0	0.0	74.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	4107445055	3181995832	1_1	2_1	0.0	0.0	117a68e275c29b5a8210a02cbc445f45	42d39a51deedbbf27e0909a44f5a349d	s3://encode-public/2020/09/16/f52a7cb7-1075-4579-a96e-d0df029ad6e5/ENCFF477PJL.bam	s3://encode-public/2020/10/10/044eb267-001e-47b1-98a6-be715f22661c/ENCFF111DOD.bam
