File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF009PKP	bam	bam		alignments	GRCh38	ENCSR000APH	Histone ChIP-seq	CL:0000062	osteoblast	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF000CVS/, /files/ENCFF110MCL/	499822516	ENCODE Processing Pipeline	9bb2346c0091c4c8acaba722a377fbfb		https://www.encodeproject.org/files/ENCFF009PKP/@@download/ENCFF009PKP.bam				released	s3://encode-public/2020/09/30/d89adfd3-1605-4c0c-81ee-6a552f90d295/ENCFF009PKP.bam	mild to moderate bottlenecking, moderate library complexity, low read length, low read depth		
ENCFF103XAE	bam	bam		redacted unfiltered alignments	hg19	ENCSR034RQV	Histone ChIP-seq	NTR:0001226	parathyroid adenoma	tissue	Homo sapiens										H3K27ac-human	DNA						2017-12-05	ENCODE		sonication (generic)	300-600	1	1_1		76					/files/ENCFF356OSU/, /files/ENCFF807MUK/, /files/ENCFF033QTH/	936433464	ENCODE Processing Pipeline	96a5150b1044979794d098d252b7bee8		https://www.encodeproject.org/files/ENCFF103XAE/@@download/ENCFF103XAE.bam				released	s3://encode-public/2017/11/19/9b8f7257-f95a-4da0-b8b2-5b8834492bb9/ENCFF103XAE.bam			
ENCFF013UBK	bam	bam		redacted alignments	GRCh38	ENCSR034RQV	Histone ChIP-seq	NTR:0001226	parathyroid adenoma	tissue	Homo sapiens										H3K27ac-human	DNA						2017-12-05	ENCODE		sonication (generic)	300-600	1	1_1		76					/files/ENCFF356OSU/, /files/ENCFF033QTH/, /files/ENCFF643CGH/	773401272	ENCODE Processing Pipeline	4676253b8b6bab6274f065f1da33a3ce		https://www.encodeproject.org/files/ENCFF013UBK/@@download/ENCFF013UBK.bam				released	s3://encode-public/2017/11/19/c0ec133f-f558-4a62-b86e-d9b45ed5a87c/ENCFF013UBK.bam			
ENCFF251KAC	bam	bam		redacted unfiltered alignments	GRCh38	ENCSR034RQV	Histone ChIP-seq	NTR:0001226	parathyroid adenoma	tissue	Homo sapiens										H3K27ac-human	DNA						2017-12-05	ENCODE		sonication (generic)	300-600	1	1_1		76					/files/ENCFF356OSU/, /files/ENCFF033QTH/, /files/ENCFF643CGH/	944492474	ENCODE Processing Pipeline	224cfe35a61ca6892a228084932461aa		https://www.encodeproject.org/files/ENCFF251KAC/@@download/ENCFF251KAC.bam				released	s3://encode-public/2017/11/19/58f95dba-5b4f-4c7a-baaa-ebc053d7b8b4/ENCFF251KAC.bam			
ENCFF538FMP	bam	bam		redacted alignments	hg19	ENCSR034RQV	Histone ChIP-seq	NTR:0001226	parathyroid adenoma	tissue	Homo sapiens										H3K27ac-human	DNA						2017-12-05	ENCODE		sonication (generic)	300-600	1	1_1		76					/files/ENCFF356OSU/, /files/ENCFF807MUK/, /files/ENCFF033QTH/	772596215	ENCODE Processing Pipeline	6010573b2691568389e119cd786f329f		https://www.encodeproject.org/files/ENCFF538FMP/@@download/ENCFF538FMP.bam				released	s3://encode-public/2017/11/19/d557efd0-c73a-44db-a6a6-5e81e90ebba0/ENCFF538FMP.bam			
ENCFF576UTP	bam	bam		unfiltered alignments	GRCh38	ENCSR397NQK	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF690OVW/, /files/ENCFF110MCL/, /files/ENCFF668ELW/	2445463902	ENCODE Processing Pipeline	e997f4c79686411486fe11cf8c494657		https://www.encodeproject.org/files/ENCFF576UTP/@@download/ENCFF576UTP.bam				released	s3://encode-public/2020/07/23/b83ba0f2-7456-4df9-82cd-7d95d92d6110/ENCFF576UTP.bam			
ENCFF448DQG	bam	bam		alignments	GRCh38	ENCSR397NQK	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF690OVW/, /files/ENCFF110MCL/, /files/ENCFF668ELW/	2071741480	ENCODE Processing Pipeline	517da88d609d3b65aa2b7cbd8234bf59		https://www.encodeproject.org/files/ENCFF448DQG/@@download/ENCFF448DQG.bam				released	s3://encode-public/2020/07/23/70a85767-bfd4-4d22-b671-66875353ab9c/ENCFF448DQG.bam			
ENCFF385NCA	bam	bam		unfiltered alignments	GRCh38	ENCSR194KGO	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		none	200-600	1	1_1		76					/files/ENCFF916UCZ/, /files/ENCFF903OCR/, /files/ENCFF110MCL/, /files/ENCFF222STO/, /files/ENCFF498MME/	1851788040	ENCODE Processing Pipeline	71ee55f5d98ed665719e6afda3d7de84		https://www.encodeproject.org/files/ENCFF385NCA/@@download/ENCFF385NCA.bam				released	s3://encode-public/2020/07/23/58c47aec-71ac-4b8c-ad8c-612243d8dd55/ENCFF385NCA.bam			
ENCFF030IFC	bam	bam		alignments	GRCh38	ENCSR194KGO	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		none	200-600	1	1_1		76					/files/ENCFF916UCZ/, /files/ENCFF903OCR/, /files/ENCFF110MCL/, /files/ENCFF222STO/, /files/ENCFF498MME/	1519822927	ENCODE Processing Pipeline	3b68433f0b1f48c3ad40726f9b90959f		https://www.encodeproject.org/files/ENCFF030IFC/@@download/ENCFF030IFC.bam				released	s3://encode-public/2020/07/23/18e2ee6e-b9dc-4f86-a6a8-cc70fd2ed621/ENCFF030IFC.bam			
ENCFF754VWN	bam	bam		alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF110MCL/	1270458529	ENCODE Processing Pipeline	3a23a851cd63351e514b37ab4af35370		https://www.encodeproject.org/files/ENCFF754VWN/@@download/ENCFF754VWN.bam				released	s3://encode-public/2020/09/30/5e4e8bf7-3165-425e-973d-7769f0383577/ENCFF754VWN.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF397YYC	bam	bam		unfiltered alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000CKG/	1159356027	ENCODE Processing Pipeline	388ebe9c93cac9484a1079b1540fd219		https://www.encodeproject.org/files/ENCFF397YYC/@@download/ENCFF397YYC.bam				released	s3://encode-public/2016/08/09/ac5cf7e1-167f-4e75-94ce-14d87589cf6b/ENCFF397YYC.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF228BTY	bam	bam		alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000CKG/	353003911	ENCODE Processing Pipeline	205ef69bb3fd8bcabe492dd10d4e08c8		https://www.encodeproject.org/files/ENCFF228BTY/@@download/ENCFF228BTY.bam				released	s3://encode-public/2016/08/09/ed3e5f4e-3877-499c-802e-353f411bfb72/ENCFF228BTY.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF374TCS	bam	bam		unfiltered alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF643CGH/	1933886644	ENCODE Processing Pipeline	47dfccbd5cb0b4373bca165523e45176		https://www.encodeproject.org/files/ENCFF374TCS/@@download/ENCFF374TCS.bam				released	s3://encode-public/2016/08/09/163fe2bc-aa34-4881-ba88-8a6733d73c35/ENCFF374TCS.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF680YEV	bam	bam		alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF643CGH/	1186172766	ENCODE Processing Pipeline	80f2a6a429bc0f3a3410f4e160ab296a		https://www.encodeproject.org/files/ENCFF680YEV/@@download/ENCFF680YEV.bam				released	s3://encode-public/2016/08/09/8e860ad3-f358-4697-beb5-4032fad3d41f/ENCFF680YEV.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF955HWB	bam	bam		unfiltered alignments	hg19	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000CKG/	1157916494	ENCODE Processing Pipeline	e54a3f259de65ceeabe3dc44f67ae3d6		https://www.encodeproject.org/files/ENCFF955HWB/@@download/ENCFF955HWB.bam				released	s3://encode-public/2017/04/04/558d5f98-7661-4c82-b095-41e1034fdd2f/ENCFF955HWB.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF688WGV	bam	bam		alignments	hg19	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF807MUK/, /files/ENCFF000CKG/	353196161	ENCODE Processing Pipeline	34a5510956f55f529873e90881999be3		https://www.encodeproject.org/files/ENCFF688WGV/@@download/ENCFF688WGV.bam				released	s3://encode-public/2017/04/04/5269f21d-247d-4fef-8909-05db4e83b0c9/ENCFF688WGV.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF721HIJ	bam	bam		alignments	hg19	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF807MUK/	1186942157	ENCODE Processing Pipeline	8e724c7f9d41af20a077847a2082aa07		https://www.encodeproject.org/files/ENCFF721HIJ/@@download/ENCFF721HIJ.bam				released	s3://encode-public/2017/04/04/f762da0d-589b-40c6-8ccd-4cd632d24e57/ENCFF721HIJ.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF362TJJ	bam	bam		unfiltered alignments	hg19	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF807MUK/	1927811522	ENCODE Processing Pipeline	5610e4151bcd9d55bd073f704755f962		https://www.encodeproject.org/files/ENCFF362TJJ/@@download/ENCFF362TJJ.bam				released	s3://encode-public/2017/04/04/f64109be-b1cd-4adb-8d98-6e8d8a8becdc/ENCFF362TJJ.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF097AWZ	bam	bam		unfiltered alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		2	2_1		36					/files/ENCFF000CKH/, /files/ENCFF110MCL/	1893857071	ENCODE Processing Pipeline	cf2a24419496798d2fb102ee47058a1b		https://www.encodeproject.org/files/ENCFF097AWZ/@@download/ENCFF097AWZ.bam				released	s3://encode-public/2020/09/30/1494ca95-b230-495f-a2b1-8d4dab1c149f/ENCFF097AWZ.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF725HBM	bam	bam		unfiltered alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF000CKG/, /files/ENCFF110MCL/	1158189310	ENCODE Processing Pipeline	6a8ad4e17eda41039674e8cd20be08c9		https://www.encodeproject.org/files/ENCFF725HBM/@@download/ENCFF725HBM.bam				released	s3://encode-public/2020/09/30/a3b33362-cd10-45fe-a1dd-3b0931cc5c60/ENCFF725HBM.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF248BGR	bam	bam		alignments	GRCh38	ENCSR000APN	Histone ChIP-seq	CL:0002551	fibroblast of dermis	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1	1_1		36					/files/ENCFF000CKG/, /files/ENCFF110MCL/	397509811	ENCODE Processing Pipeline	3ee0f7a36a706deecd7e9176e1844bcd		https://www.encodeproject.org/files/ENCFF248BGR/@@download/ENCFF248BGR.bam				released	s3://encode-public/2020/09/30/da9b41e9-e80e-481c-9935-55111dbc6721/ENCFF248BGR.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth	
ENCFF261VEZ	bam	bam		unfiltered alignments	GRCh38	ENCSR156MYA	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF075ZNF/, /files/ENCFF110MCL/, /files/ENCFF986YBF/	1820171498	ENCODE Processing Pipeline	a963e6842318d3541b65d4303bf14ff1		https://www.encodeproject.org/files/ENCFF261VEZ/@@download/ENCFF261VEZ.bam				released	s3://encode-public/2020/07/23/642008b7-235d-4a31-b13a-46085bf0f834/ENCFF261VEZ.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF078UNA	bam	bam		alignments	GRCh38	ENCSR156MYA	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		sonication (generic)	200-600	1	1_1		76					/files/ENCFF075ZNF/, /files/ENCFF110MCL/, /files/ENCFF986YBF/	1307177552	ENCODE Processing Pipeline	4c3ab1f51d4667d6b06ea0ad22993a23		https://www.encodeproject.org/files/ENCFF078UNA/@@download/ENCFF078UNA.bam				released	s3://encode-public/2020/07/23/615b2275-e091-46ab-8b3c-117d632af795/ENCFF078UNA.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF220OHI	bam	bam		alignments	GRCh38	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF076MFG/, /files/ENCFF797TMM/, /files/ENCFF011ZFX/, /files/ENCFF002OYV/, /files/ENCFF110MCL/	3153806149	ENCODE Processing Pipeline	8925ba77e3f991199334a971fadc0136		https://www.encodeproject.org/files/ENCFF220OHI/@@download/ENCFF220OHI.bam				released	s3://encode-public/2020/09/22/60cd8d8f-c38a-4692-aa65-4406a558a6c2/ENCFF220OHI.bam			
ENCFF335XNL	bam	bam		unfiltered alignments	hg19	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF011ZFX/, /files/ENCFF807MUK/, /files/ENCFF797TMM/, /files/ENCFF076MFG/, /files/ENCFF002OYV/	3638546475	ENCODE Processing Pipeline	671108ea77c4b594502afbafe27485dd		https://www.encodeproject.org/files/ENCFF335XNL/@@download/ENCFF335XNL.bam				released	s3://encode-public/2019/02/09/69d749c9-4976-4438-a547-138e948cf064/ENCFF335XNL.bam			
ENCFF132IHA	bam	bam		alignments	hg19	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF011ZFX/, /files/ENCFF807MUK/, /files/ENCFF797TMM/, /files/ENCFF076MFG/, /files/ENCFF002OYV/	3092532505	ENCODE Processing Pipeline	1678c73e8aaa34c43dd43ba07eb3a2c8		https://www.encodeproject.org/files/ENCFF132IHA/@@download/ENCFF132IHA.bam				released	s3://encode-public/2019/02/09/4516031a-a1cb-4de7-bba5-83cd0a75cf84/ENCFF132IHA.bam			
ENCFF906YJN	bam	bam		unfiltered alignments	GRCh38	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF011ZFX/, /files/ENCFF643CGH/, /files/ENCFF797TMM/, /files/ENCFF076MFG/, /files/ENCFF002OYV/	3646359948	ENCODE Processing Pipeline	b58dbb793e68175f3e8897c5d854925a		https://www.encodeproject.org/files/ENCFF906YJN/@@download/ENCFF906YJN.bam				released	s3://encode-public/2019/02/09/63d05a0d-4d81-4a94-9ff2-589084a677f1/ENCFF906YJN.bam			
ENCFF616SPS	bam	bam		alignments	GRCh38	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF011ZFX/, /files/ENCFF643CGH/, /files/ENCFF797TMM/, /files/ENCFF076MFG/, /files/ENCFF002OYV/	3095519312	ENCODE Processing Pipeline	189ecbaa7edd7e1bbc77ed375a912864		https://www.encodeproject.org/files/ENCFF616SPS/@@download/ENCFF616SPS.bam				released	s3://encode-public/2019/02/09/52caf1dd-e4ef-47a4-933e-1e3baaaeba3c/ENCFF616SPS.bam			
ENCFF276VFU	bam	bam		unfiltered alignments	GRCh38	ENCSR195JWZ	Histone ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2		76					/files/ENCFF076MFG/, /files/ENCFF797TMM/, /files/ENCFF011ZFX/, /files/ENCFF002OYV/, /files/ENCFF110MCL/	3671976771	ENCODE Processing Pipeline	40b1ce01f60cfa536da38a55851846d3		https://www.encodeproject.org/files/ENCFF276VFU/@@download/ENCFF276VFU.bam				released	s3://encode-public/2020/09/22/367c2e9b-f3cd-4aa9-85db-49abfb948976/ENCFF276VFU.bam			
ENCFF128PUS	bam	bam		alignments	GRCh38	ENCSR531VWS	Histone ChIP-seq	UBERON:0001003	skin epidermis	tissue	Homo sapiens										H3K27ac-human	DNA						2020-09-10	ENCODE		none	200-600	1	1_1		76					/files/ENCFF995LRI/, /files/ENCFF415SDR/, /files/ENCFF781OUQ/, /files/ENCFF865TIV/, /files/ENCFF110MCL/	1726124970	ENCODE Processing Pipeline	d63d16b8a84e20a67dbbbc6013272f88		https://www.encodeproject.org/files/ENCFF128PUS/@@download/ENCFF128PUS.bam				released	s3://encode-public/2020/07/30/4debc91a-d5b1-40e3-a3e0-d31ddd0328a5/ENCFF128PUS.bam			
