numerical_id	unique_id	treatment_id	File accession_Accessibility	File format	File type	File format type_Accessibility	Output type	File assembly	Experiment accession_Accessibility	Assay_Accessibility	Biosample term id_Accessibility	Biosample term name	Biosample type_Accessibility	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications zygosity_Accessibility	Experiment target_Accessibility	Library made from_Accessibility	Library depleted in_Accessibility	Library extraction method_Accessibility	Library lysis method_Accessibility	Library crosslinking method_Accessibility	Library strand specific_Accessibility	Experiment date released_Accessibility	Project_Accessibility	RBNS protein concentration_Accessibility	Library fragmentation method_Accessibility	Library size range_Accessibility	Biological replicate(s)_Accessibility	Technical replicate(s)_Accessibility	Read length_Accessibility	Mapped read length_Accessibility	Run type_Accessibility	Paired end_Accessibility	Paired with_Accessibility	Index of_Accessibility	Derived from_Accessibility	Size_Accessibility	Lab	md5sum_Accessibility	dbxrefs_Accessibility	File download URL_Accessibility	Genome annotation	Platform_Accessibility	Controlled by_Accessibility	File Status_Accessibility	s3_uri_Accessibility	Audit WARNING_Accessibility	Audit NOT_COMPLIANT_Accessibility	Audit ERROR_Accessibility	Biosample summary_Accessibility	Biosample stage	Biosample age_Accessibility	File accession_H3K27ac	File format type_H3K27ac	Experiment accession_H3K27ac	Assay_H3K27ac	Biosample term id_H3K27ac	Biosample type_H3K27ac	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications zygosity_H3K27ac	Experiment target_H3K27ac	Library made from_H3K27ac	Library depleted in_H3K27ac	Library extraction method_H3K27ac	Library lysis method_H3K27ac	Library crosslinking method_H3K27ac	Library strand specific_H3K27ac	Experiment date released_H3K27ac	Project_H3K27ac	RBNS protein concentration_H3K27ac	Library fragmentation method_H3K27ac	Library size range_H3K27ac	Biological replicate(s)_H3K27ac	Technical replicate(s)_H3K27ac	Read length_H3K27ac	Mapped read length_H3K27ac	Run type_H3K27ac	Paired end_H3K27ac	Paired with_H3K27ac	Index of_H3K27ac	Derived from_H3K27ac	Size_H3K27ac	md5sum_H3K27ac	dbxrefs_H3K27ac	File download URL_H3K27ac	Platform_H3K27ac	Controlled by_H3K27ac	File Status_H3K27ac	s3_uri_H3K27ac	Audit WARNING_H3K27ac	Audit NOT_COMPLIANT_H3K27ac	Audit ERROR_H3K27ac	Biosample summary_H3K27ac	Biosample age_H3K27ac	File accession_H3K27ac bam
ID_106	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)_36_years_1_7_common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)_33_years_1_3	0.0_0.0_0.0	ENCFF732ZRV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_7	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF570HNL/, /files/ENCFF482MFT/, /files/ENCFF673QOZ/, /files/ENCFF984KZE/, /files/ENCFF467ADD/, /files/ENCFF270ZPP/, /files/ENCFF331UYM/, /files/ENCFF549HLL/	4188105709	ENCODE Processing Pipeline	cd5c21f43e4c8e8070381b1a27e45fd8	0.0	https://www.encodeproject.org/files/ENCFF732ZRV/@@download/ENCFF732ZRV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/19/d2c71397-d690-4a08-9297-32764b333d91/ENCFF732ZRV.bam	low read depth	0.0	0.0	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)	adult	36 years	ENCFF212VHM	0.0	ENCSR620AZM	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_3	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF882ANN/, /files/ENCFF807MUK/, /files/ENCFF913EAO/, /files/ENCFF141DLE/	1420957011	6aa721c5fbe4d7506fc96aba3d23c7e7	0.0	https://www.encodeproject.org/files/ENCFF212VHM/@@download/ENCFF212VHM.bam	0.0	0.0	released	s3://encode-public/2016/12/19/035f56eb-8df6-4542-9901-114507eea7e5/ENCFF212VHM.bam	inconsistent platforms, moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	0.0	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)	33 years	ENCFF212VHM
ID_107	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)_36_years_1_7_common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)_27_years_1_1	0.0_0.0_0.0	ENCFF732ZRV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_7	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF570HNL/, /files/ENCFF482MFT/, /files/ENCFF673QOZ/, /files/ENCFF984KZE/, /files/ENCFF467ADD/, /files/ENCFF270ZPP/, /files/ENCFF331UYM/, /files/ENCFF549HLL/	4188105709	ENCODE Processing Pipeline	cd5c21f43e4c8e8070381b1a27e45fd8	0.0	https://www.encodeproject.org/files/ENCFF732ZRV/@@download/ENCFF732ZRV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/19/d2c71397-d690-4a08-9297-32764b333d91/ENCFF732ZRV.bam	low read depth	0.0	0.0	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)	adult	36 years	ENCFF247VQS	0.0	ENCSR891KSP	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF904CSC/, /files/ENCFF807MUK/, /files/ENCFF668OEU/, /files/ENCFF641LUF/	1326993371	5201066485c2111fa2d4915c08c06b20	0.0	https://www.encodeproject.org/files/ENCFF247VQS/@@download/ENCFF247VQS.bam	0.0	0.0	released	s3://encode-public/2016/12/19/9f69ba3e-347b-4a83-acde-8c72576204da/ENCFF247VQS.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth, poor library complexity, severe bottlenecking	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)	27 years	ENCFF247VQS
ID_108	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)_36_years_1_7_common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)_27_years_2_1	0.0_0.0_0.0	ENCFF732ZRV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR453EVC	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_7	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF570HNL/, /files/ENCFF482MFT/, /files/ENCFF673QOZ/, /files/ENCFF984KZE/, /files/ENCFF467ADD/, /files/ENCFF270ZPP/, /files/ENCFF331UYM/, /files/ENCFF549HLL/	4188105709	ENCODE Processing Pipeline	cd5c21f43e4c8e8070381b1a27e45fd8	0.0	https://www.encodeproject.org/files/ENCFF732ZRV/@@download/ENCFF732ZRV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/09/19/d2c71397-d690-4a08-9297-32764b333d91/ENCFF732ZRV.bam	low read depth	0.0	0.0	common_myeloid_progenitor,_CD34-positive_male_adult_(36_years)	adult	36 years	ENCFF225YVB	0.0	ENCSR891KSP	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	2	2_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF790KKL/, /files/ENCFF807MUK/, /files/ENCFF730JFU/, /files/ENCFF931MHO/	1294160990	738e58334280c634f5a55deec5c34f05	0.0	https://www.encodeproject.org/files/ENCFF225YVB/@@download/ENCFF225YVB.bam	0.0	0.0	released	s3://encode-public/2016/12/19/5c1e6861-9457-42ea-bda6-808c509db820/ENCFF225YVB.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth, poor library complexity, severe bottlenecking	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)	27 years	ENCFF225YVB
ID_109	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)_33_years_1_4_common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)_33_years_1_3	0.0_0.0_0.0	ENCFF878GLV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_4	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF067LGT/, /files/ENCFF606CPB/, /files/ENCFF786HSP/, /files/ENCFF974JGY/, /files/ENCFF055GTW/, /files/ENCFF157XZN/, /files/ENCFF844FEA/, /files/ENCFF922IHT/, /files/ENCFF549HLL/	3634038802	ENCODE Processing Pipeline	727853720dcaae12e253072a43ea4037	0.0	https://www.encodeproject.org/files/ENCFF878GLV/@@download/ENCFF878GLV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/01/5f739f81-1064-4a8d-bf10-4994828883d5/ENCFF878GLV.bam	0.0	0.0	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)	adult	33 years	ENCFF212VHM	0.0	ENCSR620AZM	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_3	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF882ANN/, /files/ENCFF807MUK/, /files/ENCFF913EAO/, /files/ENCFF141DLE/	1420957011	6aa721c5fbe4d7506fc96aba3d23c7e7	0.0	https://www.encodeproject.org/files/ENCFF212VHM/@@download/ENCFF212VHM.bam	0.0	0.0	released	s3://encode-public/2016/12/19/035f56eb-8df6-4542-9901-114507eea7e5/ENCFF212VHM.bam	inconsistent platforms, moderate library complexity, low read depth, mild to moderate bottlenecking, low read length	0.0	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)	33 years	ENCFF212VHM
ID_110	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)_33_years_1_4_common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)_27_years_1_1	0.0_0.0_0.0	ENCFF878GLV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_4	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF067LGT/, /files/ENCFF606CPB/, /files/ENCFF786HSP/, /files/ENCFF974JGY/, /files/ENCFF055GTW/, /files/ENCFF157XZN/, /files/ENCFF844FEA/, /files/ENCFF922IHT/, /files/ENCFF549HLL/	3634038802	ENCODE Processing Pipeline	727853720dcaae12e253072a43ea4037	0.0	https://www.encodeproject.org/files/ENCFF878GLV/@@download/ENCFF878GLV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/01/5f739f81-1064-4a8d-bf10-4994828883d5/ENCFF878GLV.bam	0.0	0.0	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)	adult	33 years	ENCFF247VQS	0.0	ENCSR891KSP	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF904CSC/, /files/ENCFF807MUK/, /files/ENCFF668OEU/, /files/ENCFF641LUF/	1326993371	5201066485c2111fa2d4915c08c06b20	0.0	https://www.encodeproject.org/files/ENCFF247VQS/@@download/ENCFF247VQS.bam	0.0	0.0	released	s3://encode-public/2016/12/19/9f69ba3e-347b-4a83-acde-8c72576204da/ENCFF247VQS.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth, poor library complexity, severe bottlenecking	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)	27 years	ENCFF247VQS
ID_111	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)_33_years_1_4_common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)_27_years_2_1	0.0_0.0_0.0	ENCFF878GLV	bam	bam	0.0	unfiltered alignments	hg19	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens	0.0	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	1	1_4	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF067LGT/, /files/ENCFF606CPB/, /files/ENCFF786HSP/, /files/ENCFF974JGY/, /files/ENCFF055GTW/, /files/ENCFF157XZN/, /files/ENCFF844FEA/, /files/ENCFF922IHT/, /files/ENCFF549HLL/	3634038802	ENCODE Processing Pipeline	727853720dcaae12e253072a43ea4037	0.0	https://www.encodeproject.org/files/ENCFF878GLV/@@download/ENCFF878GLV.bam	0.0	0.0	0.0	released	s3://encode-public/2017/12/01/5f739f81-1064-4a8d-bf10-4994828883d5/ENCFF878GLV.bam	0.0	0.0	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(33_years)	adult	33 years	ENCFF225YVB	0.0	ENCSR891KSP	Histone ChIP-seq	CL:0001059	primary cell	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	0.0	0.0	2013-07-31	Roadmap	0.0	0.0	0.0	2	2_1	0.0	36.0	single-ended	0.0	0.0	0.0	/files/ENCFF790KKL/, /files/ENCFF807MUK/, /files/ENCFF730JFU/, /files/ENCFF931MHO/	1294160990	738e58334280c634f5a55deec5c34f05	0.0	https://www.encodeproject.org/files/ENCFF225YVB/@@download/ENCFF225YVB.bam	0.0	0.0	released	s3://encode-public/2016/12/19/5c1e6861-9457-42ea-bda6-808c509db820/ENCFF225YVB.bam	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient read depth, poor library complexity, severe bottlenecking	0.0	common_myeloid_progenitor,_CD34-positive_female_adult_(27_years)	27 years	ENCFF225YVB
ID_112	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_5_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1	dexamethasone_100 nM_6 hour	ENCFF541WWN	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	5	5_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF571DBJ/, /files/ENCFF884HOA/	1930562588	ENCODE Processing Pipeline	242b20c1aa6cf039f5c3fd4c1e8ec433	0.0	https://www.encodeproject.org/files/ENCFF541WWN/@@download/ENCFF541WWN.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/d4d3cc7b-f126-46b7-b53c-25fab9bbda47/ENCFF541WWN.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF241LTB	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	1	1_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF860PUC/	2078798633	30e6c540f611ed63511198667604cc2f	0.0	https://www.encodeproject.org/files/ENCFF241LTB/@@download/ENCFF241LTB.bam	0.0	0.0	released	s3://encode-public/2020/10/02/3d26da70-e3a0-49db-ad63-70a2a8f16661/ENCFF241LTB.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF241LTB
ID_113	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_5_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_2_1	dexamethasone_100 nM_6 hour	ENCFF541WWN	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	5	5_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF571DBJ/, /files/ENCFF884HOA/	1930562588	ENCODE Processing Pipeline	242b20c1aa6cf039f5c3fd4c1e8ec433	0.0	https://www.encodeproject.org/files/ENCFF541WWN/@@download/ENCFF541WWN.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/d4d3cc7b-f126-46b7-b53c-25fab9bbda47/ENCFF541WWN.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF659WAX	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	2	2_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF362GWT/	1281793359	a1592436f295fb2d8ada49cce3d74e29	0.0	https://www.encodeproject.org/files/ENCFF659WAX/@@download/ENCFF659WAX.bam	0.0	0.0	released	s3://encode-public/2020/10/02/41f50eb4-d6a0-4a15-9310-a14ce978055a/ENCFF659WAX.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF659WAX
ID_114	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_5_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_3_1	dexamethasone_100 nM_6 hour	ENCFF541WWN	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	5	5_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF571DBJ/, /files/ENCFF884HOA/	1930562588	ENCODE Processing Pipeline	242b20c1aa6cf039f5c3fd4c1e8ec433	0.0	https://www.encodeproject.org/files/ENCFF541WWN/@@download/ENCFF541WWN.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/d4d3cc7b-f126-46b7-b53c-25fab9bbda47/ENCFF541WWN.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF516WUW	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	3	3_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF175INS/	1380912970	2fb78757f03f1361b193033b2fa5dea8	0.0	https://www.encodeproject.org/files/ENCFF516WUW/@@download/ENCFF516WUW.bam	0.0	0.0	released	s3://encode-public/2020/10/02/a7cd8278-7221-4ee4-ab36-e5f3310ebf8b/ENCFF516WUW.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF516WUW
ID_115	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1	dexamethasone_100 nM_6 hour	ENCFF956CDV	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF692PJP/, /files/ENCFF884HOA/	2017135248	ENCODE Processing Pipeline	3ba0f8010eb708ec36ecd30473dd8934	0.0	https://www.encodeproject.org/files/ENCFF956CDV/@@download/ENCFF956CDV.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/36230848-57d7-4cbc-aa6c-1f418534c6fa/ENCFF956CDV.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF241LTB	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	1	1_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF860PUC/	2078798633	30e6c540f611ed63511198667604cc2f	0.0	https://www.encodeproject.org/files/ENCFF241LTB/@@download/ENCFF241LTB.bam	0.0	0.0	released	s3://encode-public/2020/10/02/3d26da70-e3a0-49db-ad63-70a2a8f16661/ENCFF241LTB.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF241LTB
ID_116	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_2_1	dexamethasone_100 nM_6 hour	ENCFF956CDV	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF692PJP/, /files/ENCFF884HOA/	2017135248	ENCODE Processing Pipeline	3ba0f8010eb708ec36ecd30473dd8934	0.0	https://www.encodeproject.org/files/ENCFF956CDV/@@download/ENCFF956CDV.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/36230848-57d7-4cbc-aa6c-1f418534c6fa/ENCFF956CDV.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF659WAX	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	2	2_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF362GWT/	1281793359	a1592436f295fb2d8ada49cce3d74e29	0.0	https://www.encodeproject.org/files/ENCFF659WAX/@@download/ENCFF659WAX.bam	0.0	0.0	released	s3://encode-public/2020/10/02/41f50eb4-d6a0-4a15-9310-a14ce978055a/ENCFF659WAX.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF659WAX
ID_117	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_3_1	dexamethasone_100 nM_6 hour	ENCFF956CDV	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	1	1_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF692PJP/, /files/ENCFF884HOA/	2017135248	ENCODE Processing Pipeline	3ba0f8010eb708ec36ecd30473dd8934	0.0	https://www.encodeproject.org/files/ENCFF956CDV/@@download/ENCFF956CDV.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/36230848-57d7-4cbc-aa6c-1f418534c6fa/ENCFF956CDV.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF516WUW	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	3	3_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF175INS/	1380912970	2fb78757f03f1361b193033b2fa5dea8	0.0	https://www.encodeproject.org/files/ENCFF516WUW/@@download/ENCFF516WUW.bam	0.0	0.0	released	s3://encode-public/2020/10/02/a7cd8278-7221-4ee4-ab36-e5f3310ebf8b/ENCFF516WUW.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF516WUW
ID_118	A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_3_1_A549_treated_with_100_nM_dexamethasone_for_6_hours_58_years_1_1	dexamethasone_100 nM_6 hour	ENCFF225LKK	bam	bam	0.0	unfiltered alignments	GRCh38	ENCSR077EYC	DNase-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	nan	0.0	0.0	0.0	0.0	0.0	0.0	DNA	0.0	0.0	0.0	0.0	0.0	2016-05-05	GGR	0.0	0.0	0.0	3	3_1	0.0	0.0	single-ended	0.0	0.0	0.0	/files/ENCFF884HOA/, /files/ENCFF211UDW/	2420894060	ENCODE Processing Pipeline	2c47baa8ea95cf3037e6531643209921	0.0	https://www.encodeproject.org/files/ENCFF225LKK/@@download/ENCFF225LKK.bam	0.0	0.0	0.0	released	s3://encode-public/2020/11/12/5d229128-1d93-4c33-b62c-ab5ad92df2db/ENCFF225LKK.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	adult	58 years	ENCFF241LTB	0.0	ENCSR340NAL	Histone ChIP-seq	EFO:0001086	cell line	0.0	0.0	H3K27ac-human	DNA	0.0	0.0	0.0	formaldehyde	0.0	2016-07-21	GGR	0.0	sonication (Bioruptor Twin)	>200	1	1_1	0.0	51.0	single-ended	0.0	0.0	0.0	/files/ENCFF110MCL/, /files/ENCFF860PUC/	2078798633	30e6c540f611ed63511198667604cc2f	0.0	https://www.encodeproject.org/files/ENCFF241LTB/@@download/ENCFF241LTB.bam	0.0	0.0	released	s3://encode-public/2020/10/02/3d26da70-e3a0-49db-ad63-70a2a8f16661/ENCFF241LTB.bam	0.0	0.0	0.0	A549_treated_with_100_nM_dexamethasone_for_6_hours	58 years	ENCFF241LTB
