Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample stage_Accessibility	Biosample stage_H3K27ac	Biosample summary	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_Accessibility bam	File accession_H3K27ac	File accession_H3K27ac bam	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	endodermal cell	CL:0000223	CL:0000223	endodermal cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF097SKE, ENCFF296YPN, ENCFF545TKW, ENCFF549HLL, ENCFF754PQR	ENCFF199QKQ, ENCFF441DST, ENCFF807MUK	ENCSR166KPV	ENCSR200ETW	2017-12-13	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF066OAF	ENCFF066OAF	ENCFF324EOW	ENCFF324EOW	hg19	https://www.encodeproject.org/files/ENCFF066OAF/@@download/ENCFF066OAF.bam	https://www.encodeproject.org/files/ENCFF324EOW/@@download/ENCFF324EOW.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	16730952638	1776499589	2_1	2_2	0.0	0.0	c28e022e5dcf98cf4e756a9eedf174cd	2feeb4f272460cd621c28f06e3bfb3dc	s3://encode-public/2017/12/05/64997bd8-1af3-4743-8ddf-bb4c9ad57960/ENCFF066OAF.bam	s3://encode-public/2016/12/19/8b69b944-7c1d-4b88-ade5-461535f3734e/ENCFF324EOW.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	Karpas-422	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF158QNF, ENCFF228UNR, ENCFF530MHI, ENCFF549HLL, ENCFF664OQR, ENCFF781RSJ, ENCFF854OGJ	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF889ZST	ENCFF889ZST	ENCFF234AOF	ENCFF234AOF	hg19	https://www.encodeproject.org/files/ENCFF889ZST/@@download/ENCFF889ZST.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	37.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	22956728593	1933484473	1_1	1_1	0.0	0.0	ff9d5e29cc6e2752af7b5bb301b41b09	2d094271f5ca6ccdd879217f935b9b69	s3://encode-public/2017/09/19/0a084756-c413-40be-b794-0c781a71257a/ENCFF889ZST.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	Karpas-422	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF158QNF, ENCFF228UNR, ENCFF530MHI, ENCFF549HLL, ENCFF664OQR, ENCFF781RSJ, ENCFF854OGJ	ENCFF033EKA, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF889ZST	ENCFF889ZST	ENCFF623LHY	ENCFF623LHY	hg19	https://www.encodeproject.org/files/ENCFF889ZST/@@download/ENCFF889ZST.bam	https://www.encodeproject.org/files/ENCFF623LHY/@@download/ENCFF623LHY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	22956728593	1384558896	1_1	2_1	0.0	0.0	ff9d5e29cc6e2752af7b5bb301b41b09	b9265cfb38fd005e1a1ac971886e8c43	s3://encode-public/2017/09/19/0a084756-c413-40be-b794-0c781a71257a/ENCFF889ZST.bam	s3://encode-public/2016/11/15/5113e8e8-1d14-463f-b35c-2ca3f32a2bd6/ENCFF623LHY.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	Karpas-422	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF183MGA, ENCFF229LSI, ENCFF238GLH, ENCFF549HLL, ENCFF838YLF	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF844SDA	ENCFF844SDA	ENCFF234AOF	ENCFF234AOF	hg19	https://www.encodeproject.org/files/ENCFF844SDA/@@download/ENCFF844SDA.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	37.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11361937362	1933484473	2_1	1_1	0.0	0.0	9e0a37fe30ef9fccde779e7c0fca93e3	2d094271f5ca6ccdd879217f935b9b69	s3://encode-public/2017/09/19/96fccfd7-9e55-400e-980a-a73c4cc12fd3/ENCFF844SDA.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	Karpas-422	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF183MGA, ENCFF229LSI, ENCFF238GLH, ENCFF549HLL, ENCFF838YLF	ENCFF033EKA, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF844SDA	ENCFF844SDA	ENCFF623LHY	ENCFF623LHY	hg19	https://www.encodeproject.org/files/ENCFF844SDA/@@download/ENCFF844SDA.bam	https://www.encodeproject.org/files/ENCFF623LHY/@@download/ENCFF623LHY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11361937362	1384558896	2_1	2_1	0.0	0.0	9e0a37fe30ef9fccde779e7c0fca93e3	b9265cfb38fd005e1a1ac971886e8c43	s3://encode-public/2017/09/19/96fccfd7-9e55-400e-980a-a73c4cc12fd3/ENCFF844SDA.bam	s3://encode-public/2016/11/15/5113e8e8-1d14-463f-b35c-2ca3f32a2bd6/ENCFF623LHY.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	astrocyte	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CEM, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF252GUK	ENCFF252GUK	ENCFF852LKJ	ENCFF852LKJ	hg19	https://www.encodeproject.org/files/ENCFF252GUK/@@download/ENCFF252GUK.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11659496897	603399632	1_1	2_1	0.0	0.0	ab05567e4f23b5bb5206433ece2bb47b	c8e6d2cdbd1714a45fea4c80c3bdd9eb	s3://encode-public/2017/09/06/2f269f54-1bf3-4d22-8a3a-d50303cc4b4d/ENCFF252GUK.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	astrocyte	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CEM, ENCFF549HLL	ENCFF000CHK, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF252GUK	ENCFF252GUK	ENCFF764CKT	ENCFF764CKT	hg19	https://www.encodeproject.org/files/ENCFF252GUK/@@download/ENCFF252GUK.bam	https://www.encodeproject.org/files/ENCFF764CKT/@@download/ENCFF764CKT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11659496897	679051730	1_1	1_1	0.0	0.0	ab05567e4f23b5bb5206433ece2bb47b	7e08d0871cda31d5cdbe4824a4158ad2	s3://encode-public/2017/09/06/2f269f54-1bf3-4d22-8a3a-d50303cc4b4d/ENCFF252GUK.bam	s3://encode-public/2017/04/06/d88f4e53-5060-46a2-8c43-b412ac218822/ENCFF764CKT.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	astrocyte	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EBK, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF641TMI	ENCFF641TMI	ENCFF852LKJ	ENCFF852LKJ	hg19	https://www.encodeproject.org/files/ENCFF641TMI/@@download/ENCFF641TMI.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1406514392	603399632	2_1	2_1	0.0	0.0	5b00da7f11d139881866d08aea09226c	c8e6d2cdbd1714a45fea4c80c3bdd9eb	s3://encode-public/2017/09/06/0c0c53a1-560f-438e-ac8c-f34cb81dbdc8/ENCFF641TMI.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	astrocyte	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EBK, ENCFF549HLL	ENCFF000CHK, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF641TMI	ENCFF641TMI	ENCFF764CKT	ENCFF764CKT	hg19	https://www.encodeproject.org/files/ENCFF641TMI/@@download/ENCFF641TMI.bam	https://www.encodeproject.org/files/ENCFF764CKT/@@download/ENCFF764CKT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1406514392	679051730	2_1	1_1	0.0	0.0	5b00da7f11d139881866d08aea09226c	7e08d0871cda31d5cdbe4824a4158ad2	s3://encode-public/2017/09/06/0c0c53a1-560f-438e-ac8c-f34cb81dbdc8/ENCFF641TMI.bam	s3://encode-public/2017/04/06/d88f4e53-5060-46a2-8c43-b412ac218822/ENCFF764CKT.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	insufficient read depth	low spot score	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	heart right ventricle	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002FGF, ENCFF535UWJ, ENCFF549HLL, ENCFF663DGQ, ENCFF670DLJ, ENCFF758COH, ENCFF888HCI	ENCFF141ZLN, ENCFF807MUK	ENCSR746RDJ	ENCSR028NXO	2017-10-02	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF837KUH	ENCFF837KUH	ENCFF251DKD	ENCFF251DKD	hg19	https://www.encodeproject.org/files/ENCFF837KUH/@@download/ENCFF837KUH.bam	https://www.encodeproject.org/files/ENCFF251DKD/@@download/ENCFF251DKD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	10916051407	1051059148	1_1	1_1	0.0	0.0	cabe7a47b281c2aaf28bc7b2c0758014	f96b1d1b51bfca978ea0b9eeee5afc99	s3://encode-public/2017/09/19/fca86a7f-3708-40f4-9d2d-f3c1e528ac16/ENCFF837KUH.bam	s3://encode-public/2017/03/16/b5a0d0bb-3c5f-453a-87a2-9714b688a7a5/ENCFF251DKD.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	insufficient read depth	low spot score	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	unknown	unknown	heart right ventricle	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF023NTS, ENCFF032CNY, ENCFF278MXV, ENCFF451JKP, ENCFF549HLL, ENCFF561WTR, ENCFF689CSS, ENCFF832WAW, ENCFF878QTI	ENCFF141ZLN, ENCFF807MUK	ENCSR746RDJ	ENCSR028NXO	2017-10-02	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF429STS	ENCFF429STS	ENCFF251DKD	ENCFF251DKD	hg19	https://www.encodeproject.org/files/ENCFF429STS/@@download/ENCFF429STS.bam	https://www.encodeproject.org/files/ENCFF251DKD/@@download/ENCFF251DKD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	14540859841	1051059148	2_1	1_1	0.0	0.0	822e3ea8ee98b10b3ca70f21aa2b47b4	f96b1d1b51bfca978ea0b9eeee5afc99	s3://encode-public/2017/09/19/f42b54ac-2f5a-4a08-9c0a-d6700d13ecd2/ENCFF429STS.bam	s3://encode-public/2017/03/16/b5a0d0bb-3c5f-453a-87a2-9714b688a7a5/ENCFF251DKD.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	adult	GM12878	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CUR, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF057JYL	ENCFF057JYL_pooled	ENCFF385RWJ	ENCFF385RWJ	hg19	https://www.encodeproject.org/files/ENCFF057JYL/@@download/ENCFF057JYL.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1669041005	545817168	1_1	2_1	0.0	0.0	523143441e737e6e6e1f60831a17c955	e3586d7df3d4e3c1b3dfa8846eaf7959	s3://encode-public/2017/09/05/c3390979-28cb-4988-984d-f44be51b95ed/ENCFF057JYL.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	1	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	adult	GM12878	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CUR, ENCFF549HLL	ENCFF000ASU, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF057JYL	ENCFF057JYL_pooled	ENCFF097SQI	ENCFF097SQI	hg19	https://www.encodeproject.org/files/ENCFF057JYL/@@download/ENCFF057JYL.bam	https://www.encodeproject.org/files/ENCFF097SQI/@@download/ENCFF097SQI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1669041005	1521102564	1_1	1_1	0.0	0.0	523143441e737e6e6e1f60831a17c955	e8b6448df059f14562233986e880455f	s3://encode-public/2017/09/05/c3390979-28cb-4988-984d-f44be51b95ed/ENCFF057JYL.bam	s3://encode-public/2017/01/05/5bf9c570-dfa1-47c7-9ff9-6326157109da/ENCFF097SQI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	2	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	adult	GM12878	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CWQ, ENCFF549HLL	ENCFF000ASP, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF855ODQ	ENCFF855ODQ	ENCFF385RWJ	ENCFF385RWJ	hg19	https://www.encodeproject.org/files/ENCFF855ODQ/@@download/ENCFF855ODQ.bam	https://www.encodeproject.org/files/ENCFF385RWJ/@@download/ENCFF385RWJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6474952942	545817168	2_1	2_1	0.0	0.0	0d7454ef1ec9970404c713415b4bc8f1	e3586d7df3d4e3c1b3dfa8846eaf7959	s3://encode-public/2017/09/06/4cd93104-0bd5-4580-b618-5b5289dc0ef7/ENCFF855ODQ.bam	s3://encode-public/2017/01/05/1fb98041-c716-4cd8-a4b2-1d648c13112f/ENCFF385RWJ.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	control insufficient read depth, insufficient read depth	low read depth	control low read depth	2	1	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	adult	adult	GM12878	EFO:0002784	EFO:0002784	GM12878	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF001CWQ, ENCFF549HLL	ENCFF000ASU, ENCFF807MUK	ENCSR000EMT	ENCSR000AKC	2011-05-04	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF855ODQ	ENCFF855ODQ	ENCFF097SQI	ENCFF097SQI	hg19	https://www.encodeproject.org/files/ENCFF855ODQ/@@download/ENCFF855ODQ.bam	https://www.encodeproject.org/files/ENCFF097SQI/@@download/ENCFF097SQI.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	51.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	6474952942	1521102564	2_1	1_1	0.0	0.0	0d7454ef1ec9970404c713415b4bc8f1	e8b6448df059f14562233986e880455f	s3://encode-public/2017/09/06/4cd93104-0bd5-4580-b618-5b5289dc0ef7/ENCFF855ODQ.bam	s3://encode-public/2017/01/05/5bf9c570-dfa1-47c7-9ff9-6326157109da/ENCFF097SQI.bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	biological replicates with identical biosample	insufficient read length	0.0	0.0	low read depth, low read length, inconsistent platforms	1	2	0.0	0.0	nan	0.0	0.0	0.0	0.0	0.0	Homo sapiens	embryonic	embryonic	H1	EFO:0003042	EFO:0003042	H1	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF000SOF, ENCFF549HLL	ENCFF000AWV, ENCFF807MUK	ENCSR000EJN	ENCSR000ANP	2011-04-19	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF274IMF	ENCFF274IMF_pooled	ENCFF250OOT	ENCFF250OOT	hg19	https://www.encodeproject.org/files/ENCFF274IMF/@@download/ENCFF274IMF.bam	https://www.encodeproject.org/files/ENCFF250OOT/@@download/ENCFF250OOT.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2541227439	910891312	1_1	2_2	0.0	0.0	8ca3ac14c023a41e611dfac30bc7aac7	112484dd26f0c82609de6bf791f9752d	s3://encode-public/2017/10/03/15218a8b-a187-4975-9e31-9c5a06e42527/ENCFF274IMF.bam	s3://encode-public/2016/11/13/788c72b2-c6c2-4778-80cc-4bbf36e601d5/ENCFF250OOT.bam
